frequency, value
146.7,0.1697
148,0.1706
149.4,0.1709
150.7,0.1708
152.1,0.1702
153.4,0.169
154.8,0.1674
156.1,0.1653
157.5,0.1627
158.8,0.1596
160.2,0.1562
161.5,0.1523
162.8,0.148
164.2,0.1433
165.5,0.1383
166.9,0.133
168.2,0.1274
169.6,0.1216
170.9,0.1155
172.3,0.1092
173.6,0.1028
175,0.09624
176.3,0.0896
177.6,0.08291
179,0.07621
180.3,0.06953
181.7,0.0629
183,0.05637
184.4,0.04996
185.7,0.04372
187.1,0.03768
188.4,0.03186
189.8,0.0263
191.1,0.02104
192.5,0.01609
193.8,0.01149
195.1,0.007256
196.5,0.00342
197.8,8.647e-09
199.2,-0.002985
200.5,-0.005519
201.9,-0.007586
203.2,-0.009174
204.6,-0.01027
205.9,-0.01088
207.3,-0.01098
208.6,-0.01058
209.9,-0.009682
211.3,-0.008282
212.6,-0.006388
214,-0.004008
215.3,-0.001153
216.7,0.002163
218,0.005927
219.4,0.01012
220.7,0.01472
222.1,0.01971
223.4,0.02506
224.8,0.03075
226.1,0.03676
227.4,0.04304
228.8,0.04957
230.1,0.05632
231.5,0.06326
232.8,0.07034
234.2,0.07755
235.5,0.08484
236.9,0.09217
238.2,0.09951
239.6,0.1068
240.9,0.1141
242.2,0.1212
243.6,0.1283
244.9,0.1351
246.3,0.1418
247.6,0.1482
249,0.1543
250.3,0.1602
251.7,0.1657
253,0.1709
254.4,0.1757
255.7,0.1801
257.1,0.184
258.4,0.1876
259.7,0.1906
261.1,0.1932
262.4,0.1954
263.8,0.197
265.1,0.1981
266.5,0.1987
267.8,0.1988
269.2,0.1983
270.5,0.1974
271.9,0.196
273.2,0.194
274.5,0.1916
275.9,0.1887
277.2,0.1853
278.6,0.1816
279.9,0.1773
281.3,0.1727
282.6,0.1677
284,0.1624
285.3,0.1567
286.7,0.1508
288,0.1446
289.4,0.1381
290.7,0.1315
292,0.1246
293.4,0.1177
294.7,0.1107
296.1,0.1036
297.4,0.09644
298.8,0.08933
300.1,0.08227
301.5,0.07529
302.8,0.06844
304.2,0.06174
305.5,0.05523
306.8,0.04893
308.2,0.0429
309.5,0.03714
310.9,0.0317
312.2,0.0266
313.6,0.02187
314.9,0.01752
316.3,0.01359
317.6,0.01008
319,0.007025
320.3,0.004431
321.7,0.002314
323,0.0006821
324.3,-0.0004555
325.7,-0.001094
327,-0.00123
328.4,-0.000865
329.7,-5.005e-09
331.1,0.00136
332.4,0.003206
333.8,0.00553
335.1,0.008318
336.5,0.01156
337.8,0.01523
339.1,0.01931
340.5,0.02378
341.8,0.02863
343.2,0.03381
344.5,0.03932
345.9,0.0451
347.2,0.05115
348.6,0.05742
349.9,0.06388
351.3,0.0705
352.6,0.07725
354,0.08408
355.3,0.09096
356.6,0.09787
358,0.1047
359.3,0.1116
360.7,0.1183
362,0.1249
363.4,0.1314
364.7,0.1376
366.1,0.1437
367.4,0.1494
368.8,0.1549
370.1,0.1601
371.4,0.1649
372.8,0.1693
374.1,0.1733
375.5,0.177
376.8,0.1801
378.2,0.1829
379.5,0.1851
380.9,0.1869
382.2,0.1882
383.6,0.1889
384.9,0.1892
386.3,0.189
387.6,0.1882
388.9,0.1869
390.3,0.1852
391.6,0.1829
393,0.1801
394.3,0.1769
395.7,0.1732
397,0.1691
398.4,0.1645
399.7,0.1595
401.1,0.1542
402.4,0.1485
403.7,0.1425
405.1,0.1361
406.4,0.1296
407.8,0.1227
409.1,0.1157
410.5,0.1085
411.8,0.1011
413.2,0.09369
414.5,0.08618
415.9,0.07864
417.2,0.07111
418.6,0.06362
419.9,0.05621
421.2,0.04891
422.6,0.04176
423.9,0.03479
425.3,0.02805
426.6,0.02155
428,0.01532
429.3,0.009409
430.7,0.003831
432,-0.001385
433.4,-0.006216
434.7,-0.01064
436,-0.01463
437.4,-0.01818
438.7,-0.02127
440.1,-0.02388
441.4,-0.026
442.8,-0.02764
444.1,-0.02877
445.5,-0.0294
446.8,-0.02953
448.2,-0.02915
449.5,-0.02828
450.9,-0.02691
452.2,-0.02507
453.5,-0.02276
454.9,-0.01999
456.2,-0.01679
457.6,-0.01316
458.9,-0.009141
460.3,-0.004745
461.6,-3.091e-08
463,0.005068
464.3,0.01043
465.7,0.01606
467,0.02192
468.3,0.02798
469.7,0.03421
471,0.04057
472.4,0.04702
473.7,0.05354
475.1,0.06009
476.4,0.06662
477.8,0.07311
479.1,0.07952
480.5,0.08581
481.8,0.09194
483.2,0.09789
484.5,0.1036
485.8,0.1091
487.2,0.1143
488.5,0.1192
489.9,0.1237
491.2,0.1279
492.6,0.1317
493.9,0.1351
495.3,0.138
496.6,0.1405
498,0.1425
499.3,0.1441
500.6,0.1451
502,0.1457
503.3,0.1458
504.7,0.1453
506,0.1443
507.4,0.1429
508.7,0.1409
510.1,0.1384
511.4,0.1354
512.8,0.132
514.1,0.1281
515.5,0.1238
516.8,0.119
518.1,0.1138
519.5,0.1083
520.8,0.1023
522.2,0.0961
523.5,0.08956
524.9,0.08274
526.2,0.07567
527.6,0.0684
528.9,0.06096
530.3,0.05337
531.6,0.04568
532.9,0.03792
534.3,0.03012
535.6,0.02233
537,0.01457
538.3,0.006889
539.7,-0.0006829
541,-0.008111
542.4,-0.01536
543.7,-0.0224
545.1,-0.02919
546.4,-0.0357
547.8,-0.04192
549.1,-0.04779
550.4,-0.05331
551.8,-0.05845
553.1,-0.06318
554.5,-0.06748
555.8,-0.07134
557.2,-0.07473
558.5,-0.07765
559.9,-0.08008
561.2,-0.08202
562.6,-0.08346
563.9,-0.08439
565.2,-0.08482
566.6,-0.08474
567.9,-0.08415
569.3,-0.08308
570.6,-0.08152
572,-0.07948
573.3,-0.07699
574.7,-0.07405
576,-0.07068
577.4,-0.06691
578.7,-0.06276
580.1,-0.05825
581.4,-0.0534
582.7,-0.04826
584.1,-0.04284
585.4,-0.03718
586.8,-0.03131
588.1,-0.02526
589.5,-0.01907
590.8,-0.01277
592.2,-0.006405
593.5,-5.188e-08
594.9,0.006405
596.2,0.01277
597.5,0.01907
598.9,0.02526
600.2,0.03131
601.6,0.03718
602.9,0.04284
604.3,0.04826
605.6,0.0534
607,0.05825
608.3,0.06276
609.7,0.06691
611,0.07068
612.4,0.07405
613.7,0.07699
615,0.07948
616.4,0.08152
617.7,0.08308
619.1,0.08415
620.4,0.08474
621.8,0.08482
623.1,0.08439
624.5,0.08346
625.8,0.08202
627.2,0.08008
628.5,0.07765
629.8,0.07473
631.2,0.07134
632.5,0.06748
633.9,0.06318
635.2,0.05845
636.6,0.05331
637.9,0.04779
639.3,0.04192
640.6,0.0357
642,0.02919
643.3,0.0224
644.7,0.01536
646,0.008111
647.3,0.000683
648.7,-0.006889
650,-0.01457
651.4,-0.02233
652.7,-0.03012
654.1,-0.03792
655.4,-0.04568
656.8,-0.05337
658.1,-0.06096
659.5,-0.0684
660.8,-0.07567
662.1,-0.08274
663.5,-0.08956
664.8,-0.0961
666.2,-0.1023
667.5,-0.1083
668.9,-0.1138
670.2,-0.119
671.6,-0.1238
672.9,-0.1281
674.3,-0.132
675.6,-0.1354
677,-0.1384
678.3,-0.1409
679.6,-0.1429
681,-0.1443
682.3,-0.1453
683.7,-0.1458
685,-0.1457
686.4,-0.1451
687.7,-0.1441
689.1,-0.1425
690.4,-0.1405
691.8,-0.138
693.1,-0.1351
694.4,-0.1317
695.8,-0.1279
697.1,-0.1237
698.5,-0.1192
699.8,-0.1143
701.2,-0.1091
702.5,-0.1036
703.9,-0.09789
705.2,-0.09194
706.6,-0.08581
707.9,-0.07952
709.2,-0.07311
710.6,-0.06662
711.9,-0.06009
713.3,-0.05354
714.6,-0.04702
716,-0.04057
717.3,-0.03421
718.7,-0.02798
720,-0.02192
721.4,-0.01606
722.7,-0.01043
724.1,-0.005068
725.4,-4.858e-08
726.7,0.004745
728.1,0.009141
729.4,0.01316
730.8,0.01679
732.1,0.01999
733.5,0.02276
734.8,0.02507
736.2,0.02691
737.5,0.02828
738.9,0.02915
740.2,0.02953
741.5,0.0294
742.9,0.02877
744.2,0.02764
745.6,0.026
746.9,0.02388
748.3,0.02127
749.6,0.01818
751,0.01463
752.3,0.01064
753.7,0.006216
755,0.001385
756.4,-0.003831
757.7,-0.009409
759,-0.01532
760.4,-0.02154
761.7,-0.02805
763.1,-0.03479
764.4,-0.04176
765.8,-0.04891
767.1,-0.05621
768.5,-0.06362
769.8,-0.07111
771.2,-0.07864
772.5,-0.08618
773.8,-0.09369
775.2,-0.1011
776.5,-0.1085
777.9,-0.1157
779.2,-0.1227
780.6,-0.1296
781.9,-0.1361
783.3,-0.1425
784.6,-0.1485
786,-0.1542
787.3,-0.1595
788.7,-0.1645
790,-0.1691
791.3,-0.1732
792.7,-0.1769
794,-0.1801
795.4,-0.1829
796.7,-0.1852
798.1,-0.1869
799.4,-0.1882
800.8,-0.189
802.1,-0.1892
803.5,-0.1889
804.8,-0.1882
806.1,-0.1869
807.5,-0.1851
808.8,-0.1829
810.2,-0.1801
811.5,-0.177
812.9,-0.1733
814.2,-0.1693
815.6,-0.1649
816.9,-0.1601
818.3,-0.1549
819.6,-0.1494
821,-0.1437
822.3,-0.1376
823.6,-0.1314
825,-0.1249
826.3,-0.1183
827.7,-0.1116
829,-0.1047
830.4,-0.09787
831.7,-0.09096
833.1,-0.08408
834.4,-0.07725
835.8,-0.0705
837.1,-0.06388
838.4,-0.05742
839.8,-0.05115
841.1,-0.0451
842.5,-0.03932
843.8,-0.03381
845.2,-0.02863
846.5,-0.02378
847.9,-0.01931
849.2,-0.01523
850.6,-0.01156
851.9,-0.008318
853.3,-0.00553
854.6,-0.003206
855.9,-0.00136
857.3,-1.301e-08
858.6,0.000865
860,0.00123
861.3,0.001094
862.7,0.0004555
864,-0.0006821
865.4,-0.002314
866.7,-0.004431
868.1,-0.007025
869.4,-0.01008
870.7,-0.01359
872.1,-0.01752
873.4,-0.02187
874.8,-0.0266
876.1,-0.0317
877.5,-0.03714
878.8,-0.0429
880.2,-0.04893
881.5,-0.05523
882.9,-0.06174
884.2,-0.06844
885.6,-0.07529
886.9,-0.08227
888.2,-0.08933
889.6,-0.09644
890.9,-0.1036
892.3,-0.1107
893.6,-0.1177
895,-0.1246
896.3,-0.1315
897.7,-0.1381
899,-0.1446
900.4,-0.1508
901.7,-0.1567
903,-0.1624
904.4,-0.1677
905.7,-0.1727
907.1,-0.1773
908.4,-0.1816
909.8,-0.1853
911.1,-0.1887
912.5,-0.1916
913.8,-0.194
915.2,-0.196
916.5,-0.1974
917.9,-0.1983
919.2,-0.1988
920.5,-0.1987
921.9,-0.1981
923.2,-0.197
924.6,-0.1954
925.9,-0.1932
927.3,-0.1906
928.6,-0.1876
930,-0.184
931.3,-0.1801
932.7,-0.1757
934,-0.1709
935.3,-0.1657
936.7,-0.1602
938,-0.1543
939.4,-0.1482
940.7,-0.1418
942.1,-0.1351
943.4,-0.1283
944.8,-0.1212
946.1,-0.1141
947.5,-0.1068
948.8,-0.09951
950.2,-0.09217
951.5,-0.08484
952.8,-0.07755
954.2,-0.07034
955.5,-0.06326
956.9,-0.05632
958.2,-0.04957
959.6,-0.04304
960.9,-0.03676
962.3,-0.03075
963.6,-0.02506
965,-0.01971
966.3,-0.01472
967.6,-0.01012
969,-0.005927
970.3,-0.002163
971.7,0.001153
973,0.004008
974.4,0.006388
975.7,0.008282
977.1,0.009682
978.4,0.01058
979.8,0.01098
981.1,0.01088
982.5,0.01027
983.8,0.009174
985.1,0.007586
986.5,0.005519
987.8,0.002985
989.2,4.324e-08
990.5,-0.00342
991.9,-0.007256
993.2,-0.01149
994.6,-0.01609
995.9,-0.02104
997.3,-0.0263
998.6,-0.03186
999.9,-0.03768
1001,-0.04372
1003,-0.04996
1004,-0.05637
1005,-0.0629
1007,-0.06953
1008,-0.07621
1009,-0.08291
1011,-0.0896
1012,-0.09624
1013,-0.1028
1015,-0.1092
1016,-0.1155
1017,-0.1216
1019,-0.1274
1020,-0.133
1021,-0.1383
1023,-0.1433
1024,-0.148
1026,-0.1523
1027,-0.1562
1028,-0.1596
1030,-0.1627
1031,-0.1653
1032,-0.1674
1034,-0.169
1035,-0.1702
1036,-0.1708
1038,-0.1709
1039,-0.1706
1040,-0.1697
1042,-0.1683
1043,-0.1664
1044,-0.164
1046,-0.1611
1047,-0.1577
1048,-0.1539
1050,-0.1497
1051,-0.145
1052,-0.1399
1054,-0.1344
1055,-0.1286
1056,-0.1224
1058,-0.1159
1059,-0.1092
1061,-0.1022
1062,-0.09504
1063,-0.08769
1065,-0.0802
1066,-0.0726
1067,-0.06493
1069,-0.05724
1070,-0.04955
1071,-0.0419
1073,-0.03432
1074,-0.02686
1075,-0.01954
1077,-0.0124
1078,-0.005482
1079,0.001194
1081,0.007593
1082,0.01369
1083,0.01944
1085,0.02484
1086,0.02985
1087,0.03446
1089,0.03864
1090,0.04237
1091,0.04564
1093,0.04844
1094,0.05075
1096,0.05256
1097,0.05388
1098,0.05469
1100,0.055
1101,0.0548
1102,0.0541
1104,0.05292
1105,0.05125
1106,0.0491
1108,0.0465
1109,0.04346
1110,0.04
1112,0.03613
1113,0.03189
1114,0.0273
1116,0.02237
1117,0.01715
1118,0.01166
1120,0.005933
1121,9.209e-08
1122,-0.006105
1124,-0.01235
1125,-0.01869
1126,-0.0251
1128,-0.03155
1129,-0.03798
1130,-0.04438
1132,-0.0507
1133,-0.05691
1135,-0.06296
1136,-0.06884
1137,-0.0745
1139,-0.07992
1140,-0.08506
1141,-0.08989
1143,-0.09438
1144,-0.09851
1145,-0.1023
1147,-0.1056
1148,-0.1085
1149,-0.111
1151,-0.113
1152,-0.1145
1153,-0.1155
1155,-0.1161
1156,-0.1161
1157,-0.1156
1159,-0.1146
1160,-0.1131
1161,-0.1111
1163,-0.1087
1164,-0.1057
1165,-0.1022
1167,-0.09832
1168,-0.09396
1170,-0.08918
1171,-0.08399
1172,-0.07841
1174,-0.07248
1175,-0.06622
1176,-0.05965
1178,-0.05281
1179,-0.04573
1180,-0.03843
1182,-0.03096
1183,-0.02335
1184,-0.01562
1186,-0.00783
1187,-1.268e-07
1188,0.00783
1190,0.01562
1191,0.02335
1192,0.03096
1194,0.03843
1195,0.04573
1196,0.05281
1198,0.05965
1199,0.06622
1200,0.07248
1202,0.07841
1203,0.08399
1205,0.08918
1206,0.09396
1207,0.09832
1209,0.1022
1210,0.1057
1211,0.1087
1213,0.1111
1214,0.1131
1215,0.1146
1217,0.1156
1218,0.1161
1219,0.1161
1221,0.1155
1222,0.1145
1223,0.113
1225,0.111
1226,0.1085
1227,0.1056
1229,0.1023
1230,0.09851
1231,0.09438
1233,0.08989
1234,0.08506
1235,0.07992
1237,0.0745
1238,0.06884
1240,0.06296
1241,0.05691
1242,0.0507
1244,0.04438
1245,0.03798
1246,0.03155
1248,0.0251
1249,0.01869
1250,0.01235
1252,0.006105
1253,1.029e-07
1254,-0.005933
1256,-0.01166
1257,-0.01715
1258,-0.02237
1260,-0.0273
1261,-0.03189
1262,-0.03613
1264,-0.04
1265,-0.04346
1266,-0.0465
1268,-0.0491
1269,-0.05124
1270,-0.05292
1272,-0.0541
1273,-0.0548
1274,-0.055
1276,-0.05469
1277,-0.05388
1279,-0.05256
1280,-0.05075
1281,-0.04844
1283,-0.04564
1284,-0.04237
1285,-0.03864
1287,-0.03446
1288,-0.02985
1289,-0.02484
1291,-0.01944
1292,-0.01369
1293,-0.007593
1295,-0.001194
1296,0.005482
1297,0.0124
1299,0.01954
1300,0.02686
1301,0.03432
1303,0.04189
1304,0.04955
1305,0.05724
1307,0.06493
1308,0.0726
1309,0.08019
1311,0.08769
1312,0.09504
1314,0.1022
1315,0.1092
1316,0.1159
1318,0.1224
1319,0.1286
1320,0.1344
1322,0.1399
1323,0.145
1324,0.1497
1326,0.1539
1327,0.1577
1328,0.1611
1330,0.164
1331,0.1664
1332,0.1683
1334,0.1697
1335,0.1706
1336,0.1709
1338,0.1708
1339,0.1702
1340,0.169
1342,0.1674
1343,0.1653
1344,0.1627
1346,0.1596
1347,0.1562
1349,0.1523
1350,0.148
1351,0.1433
1353,0.1383
1354,0.133
1355,0.1274
1357,0.1216
1358,0.1155
1359,0.1092
1361,0.1028
1362,0.09624
1363,0.0896
1365,0.08291
1366,0.07621
1367,0.06953
1369,0.0629
1370,0.05637
1371,0.04996
1373,0.04372
1374,0.03768
1375,0.03186
1377,0.0263
1378,0.02104
1379,0.01609
1381,0.01149
1382,0.007256
1384,0.00342
1385,6.053e-08
1386,-0.002985
1388,-0.005519
1389,-0.007586
1390,-0.009174
1392,-0.01027
1393,-0.01088
1394,-0.01098
1396,-0.01058
1397,-0.009682
1398,-0.008282
1400,-0.006388
1401,-0.004008
1402,-0.001153
1404,0.002163
1405,0.005927
1406,0.01012
1408,0.01472
1409,0.01971
1410,0.02506
1412,0.03075
1413,0.03676
1414,0.04304
1416,0.04957
1417,0.05632
1418,0.06326
1420,0.07034
1421,0.07755
1423,0.08484
1424,0.09217
1425,0.09951
1427,0.1068
1428,0.1141
1429,0.1212
1431,0.1283
1432,0.1351
1433,0.1418
1435,0.1482
1436,0.1543
1437,0.1602
1439,0.1657
1440,0.1709
1441,0.1757
1443,0.1801
1444,0.184
1445,0.1876
1447,0.1906
1448,0.1932
1449,0.1954
1451,0.197
1452,0.1981
1453,0.1987
1455,0.1988
1456,0.1983
1458,0.1974
1459,0.196
1460,0.194
1462,0.1916
1463,0.1887
1464,0.1853
1466,0.1816
1467,0.1773
1468,0.1727
1470,0.1677
1471,0.1624
1472,0.1567
1474,0.1508
1475,0.1446
1476,0.1381
1478,0.1315
1479,0.1246
1480,0.1177
1482,0.1107
1483,0.1036
1484,0.09644
1486,0.08933
1487,0.08227
1488,0.07529
1490,0.06844
1491,0.06174
1493,0.05523
1494,0.04893
1495,0.0429
1497,0.03714
1498,0.0317
1499,0.0266
1501,0.02187
1502,0.01752
1503,0.01359
1505,0.01008
1506,0.007025
1507,0.004431
1509,0.002314
1510,0.0006822
1511,-0.0004554
1513,-0.001094
1514,-0.00123
1515,-0.000865
1517,-2.302e-08
1518,0.00136
1519,0.003206
1521,0.00553
1522,0.008318
1523,0.01156
1525,0.01523
1526,0.01931
1528,0.02378
1529,0.02863
1530,0.03381
1532,0.03932
1533,0.0451
1534,0.05115
1536,0.05742
1537,0.06388
1538,0.0705
1540,0.07725
1541,0.08408
1542,0.09096
1544,0.09787
1545,0.1047
1546,0.1116
1548,0.1183
1549,0.1249
1550,0.1314
1552,0.1376
1553,0.1437
1554,0.1494
1556,0.1549
1557,0.1601
1558,0.1649
1560,0.1693
1561,0.1733
1563,0.177
1564,0.1801
1565,0.1829
1567,0.1851
1568,0.1869
1569,0.1882
1571,0.1889
1572,0.1892
1573,0.189
1575,0.1882
1576,0.1869
1577,0.1852
1579,0.1829
1580,0.1801
1581,0.1769
1583,0.1732
1584,0.1691
1585,0.1645
1587,0.1595
1588,0.1542
1589,0.1485
1591,0.1425
1592,0.1361
1593,0.1296
1595,0.1227
1596,0.1157
1597,0.1085
1599,0.1011
1600,0.09369
1602,0.08618
1603,0.07864
1604,0.07111
1606,0.06362
1607,0.05621
1608,0.04891
1610,0.04176
1611,0.03479
1612,0.02805
1614,0.02155
1615,0.01532
1616,0.009409
1618,0.003831
1619,-0.001385
1620,-0.006216
1622,-0.01064
1623,-0.01463
1624,-0.01818
1626,-0.02127
1627,-0.02388
1628,-0.026
1630,-0.02764
1631,-0.02877
1632,-0.0294
1634,-0.02953
1635,-0.02915
1637,-0.02828
1638,-0.02691
1639,-0.02507
1641,-0.02276
1642,-0.01999
1643,-0.01679
1645,-0.01316
1646,-0.009141
1647,-0.004746
1649,-1.104e-07
1650,0.005068
1651,0.01043
1653,0.01606
1654,0.02192
1655,0.02798
1657,0.03421
1658,0.04057
1659,0.04702
1661,0.05354
1662,0.06009
1663,0.06662
1665,0.07311
1666,0.07952
1667,0.08581
1669,0.09194
1670,0.09789
1672,0.1036
1673,0.1091
1674,0.1143
1676,0.1192
1677,0.1237
1678,0.1279
1680,0.1317
1681,0.1351
1682,0.138
1684,0.1405
1685,0.1425
1686,0.1441
1688,0.1451
1689,0.1457
1690,0.1458
1692,0.1453
1693,0.1443
1694,0.1429
1696,0.1409
1697,0.1384
1698,0.1354
1700,0.132
1701,0.1281
1702,0.1238
1704,0.119
1705,0.1138
1707,0.1083
1708,0.1023
1709,0.0961
1711,0.08956
1712,0.08274
1713,0.07567
1715,0.0684
1716,0.06096
1717,0.05337
1719,0.04568
1720,0.03792
1721,0.03012
1723,0.02233
1724,0.01457
1725,0.00689
1727,-0.0006828
1728,-0.00811
1729,-0.01536
1731,-0.0224
1732,-0.02919
1733,-0.0357
1735,-0.04192
1736,-0.04779
1737,-0.05331
1739,-0.05845
1740,-0.06318
1741,-0.06748
1743,-0.07134
1744,-0.07473
1746,-0.07765
1747,-0.08008
1748,-0.08202
1750,-0.08346
1751,-0.08439
1752,-0.08482
1754,-0.08474
1755,-0.08415
1756,-0.08308
1758,-0.08152
1759,-0.07948
1760,-0.07699
1762,-0.07405
1763,-0.07068
1764,-0.06691
1766,-0.06276
1767,-0.05825
1768,-0.0534
1770,-0.04826
1771,-0.04284
1772,-0.03718
1774,-0.03131
1775,-0.02526
1776,-0.01907
1778,-0.01277
1779,-0.006406
1781,-1.556e-07
1782,0.006405
1783,0.01277
1785,0.01907
1786,0.02526
1787,0.03131
1789,0.03718
1790,0.04284
1791,0.04826
1793,0.0534
1794,0.05825
1795,0.06276
1797,0.06691
1798,0.07068
1799,0.07405
1801,0.07699
1802,0.07948
1803,0.08152
1805,0.08308
1806,0.08415
1807,0.08474
1809,0.08482
1810,0.08439
1811,0.08346
1813,0.08202
1814,0.08008
1816,0.07765
1817,0.07473
1818,0.07134
1820,0.06748
1821,0.06318
1822,0.05845
1824,0.05331
1825,0.0478
1826,0.04192
1828,0.0357
1829,0.02919
1830,0.0224
1832,0.01536
1833,0.008111
1834,0.0006831
1836,-0.006889
1837,-0.01457
1838,-0.02233
1840,-0.03012
1841,-0.03792
1842,-0.04568
1844,-0.05337
1845,-0.06096
1846,-0.0684
1848,-0.07567
1849,-0.08274
1851,-0.08956
1852,-0.0961
1853,-0.1023
1855,-0.1083
1856,-0.1138
1857,-0.119
1859,-0.1238
1860,-0.1281
1861,-0.132
1863,-0.1354
1864,-0.1384
1865,-0.1409
1867,-0.1429
1868,-0.1443
1869,-0.1453
1871,-0.1458
1872,-0.1457
1873,-0.1451
1875,-0.1441
1876,-0.1425
1877,-0.1405
1879,-0.138
1880,-0.1351
1881,-0.1317
1883,-0.1279
1884,-0.1237
1886,-0.1192
1887,-0.1143
1888,-0.1091
1890,-0.1036
1891,-0.09789
1892,-0.09194
1894,-0.08581
1895,-0.07952
1896,-0.07311
1898,-0.06662
1899,-0.06009
1900,-0.05354
1902,-0.04702
1903,-0.04057
1904,-0.03421
1906,-0.02798
1907,-0.02192
1908,-0.01606
1910,-0.01043
1911,-0.005068
1912,-1.281e-07
1914,0.004745
1915,0.009141
1916,0.01316
1918,0.01679
1919,0.01999
1920,0.02276
1922,0.02507
1923,0.02691
1925,0.02828
1926,0.02915
1927,0.02953
1929,0.0294
1930,0.02877
1931,0.02764
1933,0.026
1934,0.02388
1935,0.02127
1937,0.01818
1938,0.01463
1939,0.01064
1941,0.006216
1942,0.001385
1943,-0.003831
1945,-0.009409
1946,-0.01532
1947,-0.02154
1949,-0.02805
1950,-0.03479
1951,-0.04176
1953,-0.04891
1954,-0.0562
1955,-0.06362
1957,-0.07111
1958,-0.07864
1960,-0.08618
1961,-0.09369
1962,-0.1011
1964,-0.1085
1965,-0.1157
1966,-0.1227
1968,-0.1296
1969,-0.1361
1970,-0.1425
1972,-0.1485
1973,-0.1542
1974,-0.1595
1976,-0.1645
1977,-0.1691
1978,-0.1732
1980,-0.1769
1981,-0.1801
1982,-0.1829
1984,-0.1852
1985,-0.1869
1986,-0.1882
1988,-0.189
1989,-0.1892
1990,-0.1889
1992,-0.1882
1993,-0.1869
1995,-0.1851
1996,-0.1829
1997,-0.1801
1999,-0.177
2000,-0.1733
2001,-0.1693
2003,-0.1649
2004,-0.1601
2005,-0.1549
2007,-0.1494
2008,-0.1437
2009,-0.1376
2011,-0.1314
2012,-0.1249
2013,-0.1183
2015,-0.1116
2016,-0.1047
2017,-0.09787
2019,-0.09096
2020,-0.08408
2021,-0.07725
2023,-0.0705
2024,-0.06388
2025,-0.05742
2027,-0.05115
2028,-0.0451
2030,-0.03932
2031,-0.03381
2032,-0.02863
2034,-0.02378
2035,-0.01931
2036,-0.01523
2038,-0.01156
2039,-0.008318
2040,-0.00553
2042,-0.003206
2043,-0.00136
2044,-3.103e-08
2046,0.000865
2047,0.00123
2048,0.001094
2050,0.0004555
2051,-0.0006821
2052,-0.002314
2054,-0.004431
2055,-0.007025
2056,-0.01008
2058,-0.01359
2059,-0.01752
2060,-0.02187
2062,-0.0266
2063,-0.0317
2064,-0.03714
2066,-0.0429
2067,-0.04893
2069,-0.05522
2070,-0.06174
2071,-0.06844
2073,-0.07529
2074,-0.08227
2075,-0.08933
2077,-0.09644
2078,-0.1036
2079,-0.1107
2081,-0.1177
2082,-0.1246
2083,-0.1315
2085,-0.1381
2086,-0.1446
2087,-0.1508
2089,-0.1567
2090,-0.1624
2091,-0.1677
2093,-0.1727
2094,-0.1773
2095,-0.1816
2097,-0.1853
2098,-0.1887
2099,-0.1916
2101,-0.194
2102,-0.196
2104,-0.1974
2105,-0.1983
2106,-0.1988
2108,-0.1987
2109,-0.1981
2110,-0.197
2112,-0.1954
2113,-0.1932
2114,-0.1906
2116,-0.1876
2117,-0.184
2118,-0.1801
2120,-0.1757
2121,-0.1709
2122,-0.1657
2124,-0.1602
2125,-0.1543
2126,-0.1482
2128,-0.1418
