frequency, value
1.036e+04,-0.02811
1.038e+04,-0.02879
1.04e+04,-0.02948
1.042e+04,-0.03016
1.044e+04,-0.03083
1.047e+04,-0.03151
1.049e+04,-0.03219
1.051e+04,-0.03286
1.053e+04,-0.03353
1.055e+04,-0.0342
1.057e+04,-0.03487
1.059e+04,-0.03554
1.062e+04,-0.0362
1.064e+04,-0.03687
1.066e+04,-0.03753
1.068e+04,-0.03819
1.07e+04,-0.03884
1.072e+04,-0.0395
1.075e+04,-0.04015
1.077e+04,-0.0408
1.079e+04,-0.04145
1.081e+04,-0.0421
1.083e+04,-0.04275
1.085e+04,-0.04339
1.087e+04,-0.04403
1.09e+04,-0.04467
1.092e+04,-0.0453
1.094e+04,-0.04594
1.096e+04,-0.04657
1.098e+04,-0.0472
1.1e+04,-0.04783
1.102e+04,-0.04845
1.105e+04,-0.04907
1.107e+04,-0.04969
1.109e+04,-0.05031
1.111e+04,-0.05092
1.113e+04,-0.05153
1.115e+04,-0.05214
1.118e+04,-0.05275
1.12e+04,-0.05335
1.122e+04,-0.05396
1.124e+04,-0.05455
1.126e+04,-0.05515
1.128e+04,-0.05574
1.13e+04,-0.05633
1.133e+04,-0.05692
1.135e+04,-0.0575
1.137e+04,-0.05808
1.139e+04,-0.05866
1.141e+04,-0.05924
1.143e+04,-0.05981
1.146e+04,-0.06038
1.148e+04,-0.06095
1.15e+04,-0.06151
1.152e+04,-0.06207
1.154e+04,-0.06263
1.156e+04,-0.06318
1.158e+04,-0.06373
1.161e+04,-0.06428
1.163e+04,-0.06482
1.165e+04,-0.06536
1.167e+04,-0.0659
1.169e+04,-0.06644
1.171e+04,-0.06697
1.174e+04,-0.06749
1.176e+04,-0.06802
1.178e+04,-0.06854
1.18e+04,-0.06905
1.182e+04,-0.06957
1.184e+04,-0.07008
1.186e+04,-0.07058
1.189e+04,-0.07109
1.191e+04,-0.07159
1.193e+04,-0.07208
1.195e+04,-0.07257
1.197e+04,-0.07306
1.199e+04,-0.07355
1.202e+04,-0.07403
1.204e+04,-0.0745
1.206e+04,-0.07498
1.208e+04,-0.07545
1.21e+04,-0.07591
1.212e+04,-0.07638
1.214e+04,-0.07683
1.217e+04,-0.07729
1.219e+04,-0.07774
1.221e+04,-0.07818
1.223e+04,-0.07863
1.225e+04,-0.07906
1.227e+04,-0.0795
1.23e+04,-0.07993
1.232e+04,-0.08035
1.234e+04,-0.08078
1.236e+04,-0.08119
1.238e+04,-0.08161
1.24e+04,-0.08202
1.242e+04,-0.08242
1.245e+04,-0.08282
1.247e+04,-0.08322
1.249e+04,-0.08361
1.251e+04,-0.084
1.253e+04,-0.08439
1.255e+04,-0.08477
1.258e+04,-0.08514
1.26e+04,-0.08551
1.262e+04,-0.08588
1.264e+04,-0.08624
1.266e+04,-0.0866
1.268e+04,-0.08696
1.27e+04,-0.08731
1.273e+04,-0.08765
1.275e+04,-0.08799
1.277e+04,-0.08833
1.279e+04,-0.08866
1.281e+04,-0.08899
1.283e+04,-0.08931
1.286e+04,-0.08963
1.288e+04,-0.08994
1.29e+04,-0.09025
1.292e+04,-0.09056
1.294e+04,-0.09086
1.296e+04,-0.09115
1.298e+04,-0.09144
1.301e+04,-0.09173
1.303e+04,-0.09201
1.305e+04,-0.09229
1.307e+04,-0.09256
1.309e+04,-0.09282
1.311e+04,-0.09309
1.314e+04,-0.09335
1.316e+04,-0.0936
1.318e+04,-0.09385
1.32e+04,-0.09409
1.322e+04,-0.09433
1.324e+04,-0.09456
1.326e+04,-0.09479
1.329e+04,-0.09502
1.331e+04,-0.09524
1.333e+04,-0.09545
1.335e+04,-0.09566
1.337e+04,-0.09587
1.339e+04,-0.09607
1.342e+04,-0.09626
1.344e+04,-0.09645
1.346e+04,-0.09664
1.348e+04,-0.09682
1.35e+04,-0.097
1.352e+04,-0.09717
1.354e+04,-0.09733
1.357e+04,-0.09749
1.359e+04,-0.09765
1.361e+04,-0.0978
1.363e+04,-0.09795
1.365e+04,-0.09809
1.367e+04,-0.09822
1.37e+04,-0.09835
1.372e+04,-0.09848
1.374e+04,-0.0986
1.376e+04,-0.09872
1.378e+04,-0.09883
1.38e+04,-0.09894
1.382e+04,-0.09904
1.385e+04,-0.09913
1.387e+04,-0.09922
1.389e+04,-0.09931
1.391e+04,-0.09939
1.393e+04,-0.09947
1.395e+04,-0.09954
1.398e+04,-0.0996
1.4e+04,-0.09966
1.402e+04,-0.09972
1.404e+04,-0.09977
1.406e+04,-0.09982
1.408e+04,-0.09986
1.41e+04,-0.09989
1.413e+04,-0.09992
1.415e+04,-0.09995
1.417e+04,-0.09997
1.419e+04,-0.09998
1.421e+04,-0.09999
1.423e+04,-0.1
1.425e+04,-0.1
1.428e+04,-0.09999
1.43e+04,-0.09998
1.432e+04,-0.09997
1.434e+04,-0.09995
1.436e+04,-0.09992
1.438e+04,-0.09989
1.441e+04,-0.09986
1.443e+04,-0.09982
1.445e+04,-0.09977
1.447e+04,-0.09972
1.449e+04,-0.09966
1.451e+04,-0.0996
1.453e+04,-0.09954
1.456e+04,-0.09947
1.458e+04,-0.09939
1.46e+04,-0.09931
1.462e+04,-0.09922
1.464e+04,-0.09913
1.466e+04,-0.09904
1.469e+04,-0.09894
1.471e+04,-0.09883
1.473e+04,-0.09872
1.475e+04,-0.0986
1.477e+04,-0.09848
1.479e+04,-0.09835
1.481e+04,-0.09822
1.484e+04,-0.09809
1.486e+04,-0.09795
1.488e+04,-0.0978
1.49e+04,-0.09765
1.492e+04,-0.09749
1.494e+04,-0.09733
1.497e+04,-0.09717
1.499e+04,-0.097
1.501e+04,-0.09682
1.503e+04,-0.09664
1.505e+04,-0.09645
1.507e+04,-0.09626
1.509e+04,-0.09607
1.512e+04,-0.09587
1.514e+04,-0.09566
1.516e+04,-0.09545
1.518e+04,-0.09524
1.52e+04,-0.09502
1.522e+04,-0.09479
1.525e+04,-0.09456
1.527e+04,-0.09433
1.529e+04,-0.09409
1.531e+04,-0.09385
1.533e+04,-0.0936
1.535e+04,-0.09335
1.537e+04,-0.09309
1.54e+04,-0.09282
1.542e+04,-0.09256
1.544e+04,-0.09229
1.546e+04,-0.09201
1.548e+04,-0.09173
1.55e+04,-0.09144
1.553e+04,-0.09115
1.555e+04,-0.09086
1.557e+04,-0.09056
1.559e+04,-0.09025
1.561e+04,-0.08994
1.563e+04,-0.08963
1.565e+04,-0.08931
1.568e+04,-0.08899
1.57e+04,-0.08866
1.572e+04,-0.08833
1.574e+04,-0.08799
1.576e+04,-0.08765
1.578e+04,-0.08731
1.581e+04,-0.08696
1.583e+04,-0.0866
1.585e+04,-0.08624
1.587e+04,-0.08588
1.589e+04,-0.08551
1.591e+04,-0.08514
1.593e+04,-0.08477
1.596e+04,-0.08439
1.598e+04,-0.084
1.6e+04,-0.08361
1.602e+04,-0.08322
1.604e+04,-0.08282
1.606e+04,-0.08242
1.609e+04,-0.08202
1.611e+04,-0.08161
1.613e+04,-0.08119
1.615e+04,-0.08078
1.617e+04,-0.08035
1.619e+04,-0.07993
1.621e+04,-0.0795
1.624e+04,-0.07906
1.626e+04,-0.07863
1.628e+04,-0.07818
1.63e+04,-0.07774
1.632e+04,-0.07729
1.634e+04,-0.07683
1.637e+04,-0.07638
1.639e+04,-0.07591
1.641e+04,-0.07545
1.643e+04,-0.07498
1.645e+04,-0.0745
1.647e+04,-0.07403
1.649e+04,-0.07355
1.652e+04,-0.07306
1.654e+04,-0.07257
1.656e+04,-0.07208
1.658e+04,-0.07159
1.66e+04,-0.07109
1.662e+04,-0.07058
1.665e+04,-0.07008
1.667e+04,-0.06957
1.669e+04,-0.06905
1.671e+04,-0.06854
1.673e+04,-0.06802
1.675e+04,-0.06749
1.677e+04,-0.06697
1.68e+04,-0.06644
1.682e+04,-0.0659
1.684e+04,-0.06536
1.686e+04,-0.06482
1.688e+04,-0.06428
1.69e+04,-0.06373
1.693e+04,-0.06318
1.695e+04,-0.06263
1.697e+04,-0.06207
1.699e+04,-0.06151
1.701e+04,-0.06095
1.703e+04,-0.06038
1.705e+04,-0.05981
1.708e+04,-0.05924
1.71e+04,-0.05866
1.712e+04,-0.05808
1.714e+04,-0.0575
1.716e+04,-0.05692
1.718e+04,-0.05633
1.721e+04,-0.05574
1.723e+04,-0.05515
1.725e+04,-0.05455
1.727e+04,-0.05396
1.729e+04,-0.05335
1.731e+04,-0.05275
1.733e+04,-0.05214
1.736e+04,-0.05153
1.738e+04,-0.05092
1.74e+04,-0.05031
1.742e+04,-0.04969
1.744e+04,-0.04907
1.746e+04,-0.04845
1.748e+04,-0.04783
1.751e+04,-0.0472
1.753e+04,-0.04657
1.755e+04,-0.04594
1.757e+04,-0.0453
1.759e+04,-0.04467
1.761e+04,-0.04403
1.764e+04,-0.04339
1.766e+04,-0.04275
1.768e+04,-0.0421
1.77e+04,-0.04145
1.772e+04,-0.0408
1.774e+04,-0.04015
1.776e+04,-0.0395
1.779e+04,-0.03884
1.781e+04,-0.03819
1.783e+04,-0.03753
1.785e+04,-0.03687
1.787e+04,-0.0362
1.789e+04,-0.03554
1.792e+04,-0.03487
1.794e+04,-0.0342
1.796e+04,-0.03353
1.798e+04,-0.03286
1.8e+04,-0.03219
1.802e+04,-0.03151
1.804e+04,-0.03083
1.807e+04,-0.03016
1.809e+04,-0.02948
1.811e+04,-0.02879
1.813e+04,-0.02811
1.815e+04,-0.02743
1.817e+04,-0.02674
1.82e+04,-0.02605
1.822e+04,-0.02537
1.824e+04,-0.02468
1.826e+04,-0.02398
1.828e+04,-0.02329
1.83e+04,-0.0226
1.832e+04,-0.0219
1.835e+04,-0.02121
1.837e+04,-0.02051
1.839e+04,-0.01981
1.841e+04,-0.01912
1.843e+04,-0.01842
1.845e+04,-0.01772
1.848e+04,-0.01701
1.85e+04,-0.01631
1.852e+04,-0.01561
1.854e+04,-0.0149
1.856e+04,-0.0142
1.858e+04,-0.01349
1.86e+04,-0.01279
1.863e+04,-0.01208
1.865e+04,-0.01137
1.867e+04,-0.01067
1.869e+04,-0.009957
1.871e+04,-0.009248
1.873e+04,-0.008538
1.876e+04,-0.007828
1.878e+04,-0.007118
1.88e+04,-0.006407
1.882e+04,-0.005696
1.884e+04,-0.004985
1.886e+04,-0.004273
1.888e+04,-0.003561
1.891e+04,-0.002849
1.893e+04,-0.002137
1.895e+04,-0.001425
1.897e+04,-0.0007124
1.899e+04,-1.153e-08
1.901e+04,0.0007124
1.904e+04,0.001425
1.906e+04,0.002137
1.908e+04,0.002849
1.91e+04,0.003561
1.912e+04,0.004273
1.914e+04,0.004985
1.916e+04,0.005696
1.919e+04,0.006407
1.921e+04,0.007118
1.923e+04,0.007828
1.925e+04,0.008538
1.927e+04,0.009248
1.929e+04,0.009957
1.932e+04,0.01067
1.934e+04,0.01137
1.936e+04,0.01208
1.938e+04,0.01279
1.94e+04,0.01349
1.942e+04,0.0142
1.944e+04,0.0149
1.947e+04,0.01561
1.949e+04,0.01631
1.951e+04,0.01701
1.953e+04,0.01772
1.955e+04,0.01842
1.957e+04,0.01912
1.96e+04,0.01981
1.962e+04,0.02051
1.964e+04,0.02121
1.966e+04,0.0219
1.968e+04,0.0226
1.97e+04,0.02329
1.972e+04,0.02398
1.975e+04,0.02468
1.977e+04,0.02537
1.979e+04,0.02605
1.981e+04,0.02674
1.983e+04,0.02743
1.985e+04,0.02811
1.988e+04,0.02879
1.99e+04,0.02948
1.992e+04,0.03016
1.994e+04,0.03083
1.996e+04,0.03151
1.998e+04,0.03219
2e+04,0.03286
2.003e+04,0.03353
2.005e+04,0.0342
2.007e+04,0.03487
2.009e+04,0.03554
2.011e+04,0.0362
2.013e+04,0.03687
2.016e+04,0.03753
2.018e+04,0.03819
2.02e+04,0.03884
2.022e+04,0.0395
2.024e+04,0.04015
2.026e+04,0.0408
2.028e+04,0.04145
2.031e+04,0.0421
2.033e+04,0.04275
2.035e+04,0.04339
2.037e+04,0.04403
2.039e+04,0.04467
2.041e+04,0.0453
2.044e+04,0.04594
2.046e+04,0.04657
2.048e+04,0.0472
2.05e+04,0.04783
2.052e+04,0.04845
2.054e+04,0.04907
2.056e+04,0.04969
2.059e+04,0.05031
2.061e+04,0.05092
2.063e+04,0.05153
2.065e+04,0.05214
2.067e+04,0.05275
2.069e+04,0.05335
2.071e+04,0.05396
2.074e+04,0.05455
2.076e+04,0.05515
2.078e+04,0.05574
2.08e+04,0.05633
2.082e+04,0.05692
2.084e+04,0.0575
2.087e+04,0.05808
2.089e+04,0.05866
2.091e+04,0.05924
2.093e+04,0.05981
2.095e+04,0.06038
2.097e+04,0.06095
2.099e+04,0.06151
2.102e+04,0.06207
2.104e+04,0.06263
2.106e+04,0.06318
2.108e+04,0.06373
2.11e+04,0.06428
2.112e+04,0.06482
2.115e+04,0.06536
2.117e+04,0.0659
2.119e+04,0.06644
2.121e+04,0.06697
2.123e+04,0.06749
2.125e+04,0.06802
2.127e+04,0.06854
2.13e+04,0.06905
2.132e+04,0.06957
2.134e+04,0.07008
2.136e+04,0.07058
2.138e+04,0.07109
2.14e+04,0.07159
2.143e+04,0.07208
2.145e+04,0.07257
2.147e+04,0.07306
2.149e+04,0.07355
2.151e+04,0.07403
2.153e+04,0.0745
2.155e+04,0.07498
2.158e+04,0.07545
2.16e+04,0.07591
2.162e+04,0.07638
2.164e+04,0.07683
2.166e+04,0.07729
2.168e+04,0.07774
2.171e+04,0.07818
2.173e+04,0.07863
2.175e+04,0.07906
2.177e+04,0.0795
2.179e+04,0.07993
2.181e+04,0.08035
2.183e+04,0.08078
2.186e+04,0.08119
2.188e+04,0.08161
2.19e+04,0.08202
2.192e+04,0.08242
2.194e+04,0.08282
2.196e+04,0.08322
2.199e+04,0.08361
2.201e+04,0.084
2.203e+04,0.08439
