frequency, value
166.2,0.003206
166.9,0.00553
167.6,0.008318
168.2,0.01156
168.9,0.01523
169.6,0.01931
170.2,0.02378
170.9,0.02863
171.6,0.03381
172.3,0.03932
172.9,0.0451
173.6,0.05115
174.3,0.05742
175,0.06388
175.6,0.0705
176.3,0.07725
177,0.08408
177.6,0.09096
178.3,0.09787
179,0.1047
179.7,0.1116
180.3,0.1183
181,0.1249
181.7,0.1314
182.4,0.1376
183,0.1437
183.7,0.1494
184.4,0.1549
185.1,0.1601
185.7,0.1649
186.4,0.1693
187.1,0.1733
187.7,0.177
188.4,0.1801
189.1,0.1829
189.8,0.1851
190.4,0.1869
191.1,0.1882
191.8,0.1889
192.5,0.1892
193.1,0.189
193.8,0.1882
194.5,0.1869
195.1,0.1852
195.8,0.1829
196.5,0.1801
197.2,0.1769
197.8,0.1732
198.5,0.1691
199.2,0.1645
199.9,0.1595
200.5,0.1542
201.2,0.1485
201.9,0.1425
202.5,0.1361
203.2,0.1296
203.9,0.1227
204.6,0.1157
205.2,0.1085
205.9,0.1011
206.6,0.09369
207.3,0.08618
207.9,0.07864
208.6,0.07111
209.3,0.06362
209.9,0.05621
210.6,0.04891
211.3,0.04176
212,0.03479
212.6,0.02805
213.3,0.02155
214,0.01532
214.7,0.009409
215.3,0.003831
216,-0.001385
216.7,-0.006216
217.4,-0.01064
218,-0.01463
218.7,-0.01818
219.4,-0.02127
220,-0.02388
220.7,-0.026
221.4,-0.02764
222.1,-0.02877
222.7,-0.0294
223.4,-0.02953
224.1,-0.02915
224.8,-0.02828
225.4,-0.02691
226.1,-0.02507
226.8,-0.02276
227.4,-0.01999
228.1,-0.01679
228.8,-0.01316
229.5,-0.009141
230.1,-0.004745
230.8,-3.091e-08
231.5,0.005068
232.2,0.01043
232.8,0.01606
233.5,0.02192
234.2,0.02798
234.8,0.03421
235.5,0.04057
236.2,0.04702
236.9,0.05354
237.5,0.06009
238.2,0.06662
238.9,0.07311
239.6,0.07952
240.2,0.08581
240.9,0.09194
241.6,0.09789
242.2,0.1036
242.9,0.1091
243.6,0.1143
244.3,0.1192
244.9,0.1237
245.6,0.1279
246.3,0.1317
247,0.1351
247.6,0.138
248.3,0.1405
249,0.1425
249.7,0.1441
250.3,0.1451
251,0.1457
251.7,0.1458
252.3,0.1453
253,0.1443
253.7,0.1429
254.4,0.1409
255,0.1384
255.7,0.1354
256.4,0.132
257.1,0.1281
257.7,0.1238
258.4,0.119
259.1,0.1138
259.7,0.1083
260.4,0.1023
261.1,0.0961
261.8,0.08956
262.4,0.08274
263.1,0.07567
263.8,0.0684
264.5,0.06096
265.1,0.05337
265.8,0.04568
266.5,0.03792
267.1,0.03012
267.8,0.02233
268.5,0.01457
269.2,0.006889
269.8,-0.0006829
270.5,-0.008111
271.2,-0.01536
271.9,-0.0224
272.5,-0.02919
273.2,-0.0357
273.9,-0.04192
274.5,-0.04779
275.2,-0.05331
275.9,-0.05845
276.6,-0.06318
277.2,-0.06748
277.9,-0.07134
278.6,-0.07473
279.3,-0.07765
279.9,-0.08008
280.6,-0.08202
281.3,-0.08346
282,-0.08439
282.6,-0.08482
283.3,-0.08474
284,-0.08415
284.6,-0.08308
285.3,-0.08152
286,-0.07948
286.7,-0.07699
287.3,-0.07405
288,-0.07068
288.7,-0.06691
289.4,-0.06276
290,-0.05825
290.7,-0.0534
291.4,-0.04826
292,-0.04284
292.7,-0.03718
293.4,-0.03131
294.1,-0.02526
294.7,-0.01907
295.4,-0.01277
296.1,-0.006405
296.8,-5.188e-08
297.4,0.006405
298.1,0.01277
298.8,0.01907
299.4,0.02526
300.1,0.03131
300.8,0.03718
301.5,0.04284
302.1,0.04826
302.8,0.0534
303.5,0.05825
304.2,0.06276
304.8,0.06691
305.5,0.07068
306.2,0.07405
306.8,0.07699
307.5,0.07948
308.2,0.08152
308.9,0.08308
309.5,0.08415
310.2,0.08474
310.9,0.08482
311.6,0.08439
312.2,0.08346
312.9,0.08202
313.6,0.08008
314.3,0.07765
314.9,0.07473
315.6,0.07134
316.3,0.06748
316.9,0.06318
317.6,0.05845
318.3,0.05331
319,0.04779
319.6,0.04192
320.3,0.0357
321,0.02919
321.7,0.0224
322.3,0.01536
323,0.008111
323.7,0.000683
324.3,-0.006889
325,-0.01457
325.7,-0.02233
326.4,-0.03012
327,-0.03792
327.7,-0.04568
328.4,-0.05337
329.1,-0.06096
329.7,-0.0684
330.4,-0.07567
331.1,-0.08274
331.7,-0.08956
332.4,-0.0961
333.1,-0.1023
333.8,-0.1083
334.4,-0.1138
335.1,-0.119
335.8,-0.1238
336.5,-0.1281
337.1,-0.132
337.8,-0.1354
338.5,-0.1384
339.1,-0.1409
339.8,-0.1429
340.5,-0.1443
341.2,-0.1453
341.8,-0.1458
342.5,-0.1457
343.2,-0.1451
343.9,-0.1441
344.5,-0.1425
345.2,-0.1405
345.9,-0.138
346.5,-0.1351
347.2,-0.1317
347.9,-0.1279
348.6,-0.1237
349.2,-0.1192
349.9,-0.1143
350.6,-0.1091
351.3,-0.1036
351.9,-0.09789
352.6,-0.09194
353.3,-0.08581
354,-0.07952
354.6,-0.07311
355.3,-0.06662
356,-0.06009
356.6,-0.05354
357.3,-0.04702
358,-0.04057
358.7,-0.03421
359.3,-0.02798
360,-0.02192
360.7,-0.01606
361.4,-0.01043
362,-0.005068
362.7,-4.858e-08
363.4,0.004745
364,0.009141
364.7,0.01316
365.4,0.01679
366.1,0.01999
366.7,0.02276
367.4,0.02507
368.1,0.02691
368.8,0.02828
369.4,0.02915
370.1,0.02953
370.8,0.0294
371.4,0.02877
372.1,0.02764
372.8,0.026
373.5,0.02388
374.1,0.02127
374.8,0.01818
375.5,0.01463
376.2,0.01064
376.8,0.006216
377.5,0.001385
378.2,-0.003831
378.8,-0.009409
379.5,-0.01532
380.2,-0.02154
380.9,-0.02805
381.5,-0.03479
382.2,-0.04176
382.9,-0.04891
383.6,-0.05621
384.2,-0.06362
384.9,-0.07111
385.6,-0.07864
386.3,-0.08618
386.9,-0.09369
387.6,-0.1011
388.3,-0.1085
388.9,-0.1157
389.6,-0.1227
390.3,-0.1296
391,-0.1361
391.6,-0.1425
392.3,-0.1485
393,-0.1542
393.7,-0.1595
394.3,-0.1645
395,-0.1691
395.7,-0.1732
396.3,-0.1769
397,-0.1801
397.7,-0.1829
398.4,-0.1852
399,-0.1869
399.7,-0.1882
400.4,-0.189
401.1,-0.1892
401.7,-0.1889
402.4,-0.1882
403.1,-0.1869
403.7,-0.1851
404.4,-0.1829
405.1,-0.1801
405.8,-0.177
406.4,-0.1733
407.1,-0.1693
407.8,-0.1649
408.5,-0.1601
409.1,-0.1549
409.8,-0.1494
410.5,-0.1437
411.1,-0.1376
411.8,-0.1314
412.5,-0.1249
413.2,-0.1183
413.8,-0.1116
414.5,-0.1047
415.2,-0.09787
415.9,-0.09096
416.5,-0.08408
417.2,-0.07725
417.9,-0.0705
418.6,-0.06388
419.2,-0.05742
419.9,-0.05115
420.6,-0.0451
421.2,-0.03932
421.9,-0.03381
422.6,-0.02863
423.3,-0.02378
423.9,-0.01931
424.6,-0.01523
425.3,-0.01156
426,-0.008318
426.6,-0.00553
427.3,-0.003206
428,-0.00136
428.6,-1.301e-08
429.3,0.000865
430,0.00123
430.7,0.001094
431.3,0.0004555
432,-0.0006821
432.7,-0.002314
433.4,-0.004431
434,-0.007025
434.7,-0.01008
435.4,-0.01359
436,-0.01752
436.7,-0.02187
437.4,-0.0266
438.1,-0.0317
438.7,-0.03714
439.4,-0.0429
440.1,-0.04893
440.8,-0.05523
441.4,-0.06174
442.1,-0.06844
442.8,-0.07529
443.4,-0.08227
444.1,-0.08933
444.8,-0.09644
445.5,-0.1036
446.1,-0.1107
446.8,-0.1177
447.5,-0.1246
448.2,-0.1315
448.8,-0.1381
449.5,-0.1446
450.2,-0.1508
450.9,-0.1567
451.5,-0.1624
452.2,-0.1677
452.9,-0.1727
453.5,-0.1773
454.2,-0.1816
454.9,-0.1853
455.6,-0.1887
456.2,-0.1916
456.9,-0.194
457.6,-0.196
458.3,-0.1974
458.9,-0.1983
459.6,-0.1988
460.3,-0.1987
460.9,-0.1981
461.6,-0.197
462.3,-0.1954
463,-0.1932
463.6,-0.1906
464.3,-0.1876
465,-0.184
465.7,-0.1801
466.3,-0.1757
467,-0.1709
467.7,-0.1657
468.3,-0.1602
469,-0.1543
469.7,-0.1482
470.4,-0.1418
471,-0.1351
471.7,-0.1283
472.4,-0.1212
473.1,-0.1141
473.7,-0.1068
474.4,-0.09951
475.1,-0.09217
475.7,-0.08484
476.4,-0.07755
477.1,-0.07034
477.8,-0.06326
478.4,-0.05632
479.1,-0.04957
479.8,-0.04304
480.5,-0.03676
481.1,-0.03075
481.8,-0.02506
482.5,-0.01971
483.2,-0.01472
483.8,-0.01012
484.5,-0.005927
485.2,-0.002163
485.8,0.001153
486.5,0.004008
487.2,0.006388
487.9,0.008282
488.5,0.009682
489.2,0.01058
489.9,0.01098
490.6,0.01088
491.2,0.01027
491.9,0.009174
492.6,0.007586
493.2,0.005519
493.9,0.002985
494.6,4.324e-08
495.3,-0.00342
495.9,-0.007256
496.6,-0.01149
497.3,-0.01609
498,-0.02104
498.6,-0.0263
499.3,-0.03186
500,-0.03768
500.6,-0.04372
501.3,-0.04996
502,-0.05637
502.7,-0.0629
503.3,-0.06953
504,-0.07621
504.7,-0.08291
505.4,-0.0896
506,-0.09624
506.7,-0.1028
507.4,-0.1092
508,-0.1155
508.7,-0.1216
509.4,-0.1274
510.1,-0.133
510.7,-0.1383
511.4,-0.1433
512.1,-0.148
512.8,-0.1523
513.4,-0.1562
514.1,-0.1596
514.8,-0.1627
515.5,-0.1653
516.1,-0.1674
516.8,-0.169
517.5,-0.1702
518.1,-0.1708
518.8,-0.1709
519.5,-0.1706
520.2,-0.1697
520.8,-0.1683
521.5,-0.1664
522.2,-0.164
522.9,-0.1611
523.5,-0.1577
524.2,-0.1539
524.9,-0.1497
525.5,-0.145
526.2,-0.1399
526.9,-0.1344
527.6,-0.1286
528.2,-0.1224
528.9,-0.1159
529.6,-0.1092
530.3,-0.1022
530.9,-0.09504
531.6,-0.08769
532.3,-0.0802
532.9,-0.0726
533.6,-0.06493
534.3,-0.05724
535,-0.04955
535.6,-0.0419
536.3,-0.03432
537,-0.02686
537.7,-0.01954
538.3,-0.0124
539,-0.005482
539.7,0.001194
540.3,0.007593
541,0.01369
541.7,0.01944
542.4,0.02484
543,0.02985
543.7,0.03446
544.4,0.03864
545.1,0.04237
545.7,0.04564
546.4,0.04844
547.1,0.05075
547.8,0.05256
548.4,0.05388
549.1,0.05469
549.8,0.055
550.4,0.0548
551.1,0.0541
551.8,0.05292
552.5,0.05125
553.1,0.0491
553.8,0.0465
554.5,0.04346
555.2,0.04
555.8,0.03613
556.5,0.03189
557.2,0.0273
557.8,0.02237
558.5,0.01715
559.2,0.01166
559.9,0.005933
560.5,9.209e-08
561.2,-0.006105
561.9,-0.01235
562.6,-0.01869
563.2,-0.0251
563.9,-0.03155
564.6,-0.03798
565.2,-0.04438
565.9,-0.0507
566.6,-0.05691
567.3,-0.06296
567.9,-0.06884
568.6,-0.0745
569.3,-0.07992
570,-0.08506
570.6,-0.08989
571.3,-0.09438
572,-0.09851
572.6,-0.1023
573.3,-0.1056
574,-0.1085
574.7,-0.111
575.3,-0.113
576,-0.1145
576.7,-0.1155
577.4,-0.1161
578,-0.1161
578.7,-0.1156
579.4,-0.1146
580.1,-0.1131
580.7,-0.1111
581.4,-0.1087
582.1,-0.1057
582.7,-0.1022
583.4,-0.09832
584.1,-0.09396
584.8,-0.08918
585.4,-0.08399
586.1,-0.07841
586.8,-0.07248
587.5,-0.06622
588.1,-0.05965
588.8,-0.05281
589.5,-0.04573
590.1,-0.03843
590.8,-0.03096
591.5,-0.02335
592.2,-0.01562
592.8,-0.00783
593.5,-1.268e-07
594.2,0.00783
594.9,0.01562
595.5,0.02335
596.2,0.03096
596.9,0.03843
597.5,0.04573
598.2,0.05281
598.9,0.05965
599.6,0.06622
600.2,0.07248
600.9,0.07841
601.6,0.08399
602.3,0.08918
602.9,0.09396
603.6,0.09832
604.3,0.1022
604.9,0.1057
605.6,0.1087
606.3,0.1111
607,0.1131
607.6,0.1146
608.3,0.1156
609,0.1161
609.7,0.1161
610.3,0.1155
611,0.1145
611.7,0.113
612.4,0.111
613,0.1085
613.7,0.1056
614.4,0.1023
615,0.09851
615.7,0.09438
616.4,0.08989
617.1,0.08506
617.7,0.07992
618.4,0.0745
619.1,0.06884
619.8,0.06296
620.4,0.05691
621.1,0.0507
621.8,0.04438
622.4,0.03798
623.1,0.03155
623.8,0.0251
624.5,0.01869
625.1,0.01235
625.8,0.006105
626.5,1.029e-07
627.2,-0.005933
627.8,-0.01166
628.5,-0.01715
629.2,-0.02237
629.8,-0.0273
630.5,-0.03189
631.2,-0.03613
631.9,-0.04
632.5,-0.04346
633.2,-0.0465
633.9,-0.0491
634.6,-0.05124
635.2,-0.05292
635.9,-0.0541
636.6,-0.0548
637.2,-0.055
637.9,-0.05469
638.6,-0.05388
639.3,-0.05256
639.9,-0.05075
640.6,-0.04844
641.3,-0.04564
642,-0.04237
642.6,-0.03864
643.3,-0.03446
644,-0.02985
644.7,-0.02484
645.3,-0.01944
646,-0.01369
646.7,-0.007593
647.3,-0.001194
648,0.005482
648.7,0.0124
649.4,0.01954
650,0.02686
650.7,0.03432
651.4,0.04189
652.1,0.04955
652.7,0.05724
653.4,0.06493
654.1,0.0726
654.7,0.08019
655.4,0.08769
656.1,0.09504
656.8,0.1022
657.4,0.1092
658.1,0.1159
658.8,0.1224
659.5,0.1286
660.1,0.1344
660.8,0.1399
661.5,0.145
662.1,0.1497
662.8,0.1539
663.5,0.1577
664.2,0.1611
664.8,0.164
665.5,0.1664
666.2,0.1683
666.9,0.1697
667.5,0.1706
668.2,0.1709
668.9,0.1708
669.5,0.1702
670.2,0.169
670.9,0.1674
671.6,0.1653
672.2,0.1627
672.9,0.1596
673.6,0.1562
674.3,0.1523
674.9,0.148
675.6,0.1433
676.3,0.1383
677,0.133
677.6,0.1274
678.3,0.1216
679,0.1155
679.6,0.1092
680.3,0.1028
681,0.09624
681.7,0.0896
682.3,0.08291
683,0.07621
683.7,0.06953
684.4,0.0629
685,0.05637
685.7,0.04996
686.4,0.04372
687,0.03768
687.7,0.03186
688.4,0.0263
689.1,0.02104
689.7,0.01609
690.4,0.01149
691.1,0.007256
691.8,0.00342
692.4,6.053e-08
693.1,-0.002985
693.8,-0.005519
694.4,-0.007586
695.1,-0.009174
695.8,-0.01027
696.5,-0.01088
697.1,-0.01098
697.8,-0.01058
698.5,-0.009682
699.2,-0.008282
699.8,-0.006388
700.5,-0.004008
701.2,-0.001153
701.8,0.002163
702.5,0.005927
703.2,0.01012
703.9,0.01472
704.5,0.01971
705.2,0.02506
705.9,0.03075
706.6,0.03676
707.2,0.04304
707.9,0.04957
708.6,0.05632
709.2,0.06326
709.9,0.07034
710.6,0.07755
711.3,0.08484
711.9,0.09217
712.6,0.09951
713.3,0.1068
714,0.1141
714.6,0.1212
715.3,0.1283
716,0.1351
716.7,0.1418
717.3,0.1482
718,0.1543
718.7,0.1602
719.3,0.1657
720,0.1709
720.7,0.1757
721.4,0.1801
722,0.184
722.7,0.1876
723.4,0.1906
724.1,0.1932
724.7,0.1954
725.4,0.197
726.1,0.1981
726.7,0.1987
727.4,0.1988
728.1,0.1983
728.8,0.1974
729.4,0.196
730.1,0.194
730.8,0.1916
731.5,0.1887
732.1,0.1853
732.8,0.1816
733.5,0.1773
734.1,0.1727
734.8,0.1677
735.5,0.1624
736.2,0.1567
736.8,0.1508
737.5,0.1446
738.2,0.1381
738.9,0.1315
739.5,0.1246
740.2,0.1177
740.9,0.1107
741.5,0.1036
742.2,0.09644
742.9,0.08933
743.6,0.08227
744.2,0.07529
744.9,0.06844
745.6,0.06174
746.3,0.05523
746.9,0.04893
747.6,0.0429
748.3,0.03714
749,0.0317
749.6,0.0266
750.3,0.02187
751,0.01752
751.6,0.01359
752.3,0.01008
753,0.007025
753.7,0.004431
754.3,0.002314
755,0.0006822
755.7,-0.0004554
756.4,-0.001094
757,-0.00123
757.7,-0.000865
758.4,-2.302e-08
759,0.00136
759.7,0.003206
760.4,0.00553
761.1,0.008318
761.7,0.01156
762.4,0.01523
763.1,0.01931
763.8,0.02378
764.4,0.02863
765.1,0.03381
765.8,0.03932
766.4,0.0451
767.1,0.05115
767.8,0.05742
768.5,0.06388
769.1,0.0705
769.8,0.07725
770.5,0.08408
771.2,0.09096
771.8,0.09787
772.5,0.1047
773.2,0.1116
773.8,0.1183
774.5,0.1249
775.2,0.1314
775.9,0.1376
776.5,0.1437
777.2,0.1494
777.9,0.1549
778.6,0.1601
779.2,0.1649
779.9,0.1693
780.6,0.1733
781.3,0.177
781.9,0.1801
782.6,0.1829
783.3,0.1851
783.9,0.1869
784.6,0.1882
785.3,0.1889
786,0.1892
786.6,0.189
787.3,0.1882
788,0.1869
788.7,0.1852
789.3,0.1829
790,0.1801
790.7,0.1769
791.3,0.1732
792,0.1691
792.7,0.1645
793.4,0.1595
794,0.1542
794.7,0.1485
795.4,0.1425
796.1,0.1361
796.7,0.1296
797.4,0.1227
798.1,0.1157
798.7,0.1085
799.4,0.1011
800.1,0.09369
800.8,0.08618
801.4,0.07864
802.1,0.07111
802.8,0.06362
803.5,0.05621
804.1,0.04891
804.8,0.04176
805.5,0.03479
806.1,0.02805
806.8,0.02155
807.5,0.01532
808.2,0.009409
808.8,0.003831
809.5,-0.001385
810.2,-0.006216
810.9,-0.01064
811.5,-0.01463
812.2,-0.01818
812.9,-0.02127
813.6,-0.02388
814.2,-0.026
814.9,-0.02764
815.6,-0.02877
816.2,-0.0294
816.9,-0.02953
817.6,-0.02915
818.3,-0.02828
818.9,-0.02691
819.6,-0.02507
820.3,-0.02276
821,-0.01999
821.6,-0.01679
822.3,-0.01316
823,-0.009141
823.6,-0.004746
824.3,-1.104e-07
825,0.005068
825.7,0.01043
826.3,0.01606
827,0.02192
827.7,0.02798
828.4,0.03421
829,0.04057
829.7,0.04702
830.4,0.05354
831,0.06009
831.7,0.06662
832.4,0.07311
833.1,0.07952
833.7,0.08581
834.4,0.09194
835.1,0.09789
835.8,0.1036
836.4,0.1091
837.1,0.1143
837.8,0.1192
838.4,0.1237
839.1,0.1279
839.8,0.1317
840.5,0.1351
841.1,0.138
841.8,0.1405
842.5,0.1425
843.2,0.1441
843.8,0.1451
844.5,0.1457
845.2,0.1458
845.9,0.1453
846.5,0.1443
847.2,0.1429
847.9,0.1409
848.5,0.1384
849.2,0.1354
849.9,0.132
850.6,0.1281
851.2,0.1238
851.9,0.119
852.6,0.1138
853.3,0.1083
853.9,0.1023
854.6,0.0961
855.3,0.08956
855.9,0.08274
856.6,0.07567
857.3,0.0684
858,0.06096
858.6,0.05337
859.3,0.04568
860,0.03792
860.7,0.03012
861.3,0.02233
862,0.01457
862.7,0.00689
863.3,-0.0006828
864,-0.00811
864.7,-0.01536
865.4,-0.0224
866,-0.02919
866.7,-0.0357
867.4,-0.04192
868.1,-0.04779
868.7,-0.05331
869.4,-0.05845
870.1,-0.06318
870.7,-0.06748
871.4,-0.07134
872.1,-0.07473
872.8,-0.07765
873.4,-0.08008
874.1,-0.08202
874.8,-0.08346
875.5,-0.08439
876.1,-0.08482
876.8,-0.08474
877.5,-0.08415
878.2,-0.08308
878.8,-0.08152
879.5,-0.07948
880.2,-0.07699
880.8,-0.07405
881.5,-0.07068
882.2,-0.06691
882.9,-0.06276
883.5,-0.05825
884.2,-0.0534
884.9,-0.04826
885.6,-0.04284
886.2,-0.03718
886.9,-0.03131
887.6,-0.02526
888.2,-0.01907
888.9,-0.01277
889.6,-0.006406
890.3,-1.556e-07
890.9,0.006405
891.6,0.01277
892.3,0.01907
893,0.02526
893.6,0.03131
894.3,0.03718
895,0.04284
895.6,0.04826
896.3,0.0534
897,0.05825
897.7,0.06276
898.3,0.06691
899,0.07068
899.7,0.07405
900.4,0.07699
901,0.07948
901.7,0.08152
902.4,0.08308
903,0.08415
903.7,0.08474
904.4,0.08482
905.1,0.08439
905.7,0.08346
906.4,0.08202
907.1,0.08008
907.8,0.07765
908.4,0.07473
909.1,0.07134
909.8,0.06748
910.5,0.06318
911.1,0.05845
911.8,0.05331
912.5,0.0478
913.1,0.04192
913.8,0.0357
914.5,0.02919
915.2,0.0224
915.8,0.01536
916.5,0.008111
917.2,0.0006831
917.9,-0.006889
918.5,-0.01457
919.2,-0.02233
919.9,-0.03012
920.5,-0.03792
921.2,-0.04568
921.9,-0.05337
922.6,-0.06096
923.2,-0.0684
923.9,-0.07567
924.6,-0.08274
925.3,-0.08956
925.9,-0.0961
926.6,-0.1023
927.3,-0.1083
927.9,-0.1138
928.6,-0.119
929.3,-0.1238
930,-0.1281
930.6,-0.132
931.3,-0.1354
932,-0.1384
932.7,-0.1409
933.3,-0.1429
934,-0.1443
934.7,-0.1453
935.3,-0.1458
936,-0.1457
936.7,-0.1451
937.4,-0.1441
938,-0.1425
938.7,-0.1405
939.4,-0.138
940.1,-0.1351
940.7,-0.1317
941.4,-0.1279
942.1,-0.1237
942.8,-0.1192
943.4,-0.1143
944.1,-0.1091
944.8,-0.1036
945.4,-0.09789
946.1,-0.09194
946.8,-0.08581
947.5,-0.07952
948.1,-0.07311
948.8,-0.06662
949.5,-0.06009
950.2,-0.05354
950.8,-0.04702
951.5,-0.04057
952.2,-0.03421
952.8,-0.02798
953.5,-0.02192
954.2,-0.01606
954.9,-0.01043
955.5,-0.005068
956.2,-1.281e-07
956.9,0.004745
957.6,0.009141
958.2,0.01316
958.9,0.01679
959.6,0.01999
960.2,0.02276
960.9,0.02507
961.6,0.02691
962.3,0.02828
962.9,0.02915
963.6,0.02953
964.3,0.0294
965,0.02877
965.6,0.02764
966.3,0.026
967,0.02388
967.6,0.02127
968.3,0.01818
969,0.01463
969.7,0.01064
970.3,0.006216
971,0.001385
971.7,-0.003831
972.4,-0.009409
973,-0.01532
973.7,-0.02154
974.4,-0.02805
975.1,-0.03479
975.7,-0.04176
976.4,-0.04891
977.1,-0.0562
977.7,-0.06362
978.4,-0.07111
979.1,-0.07864
979.8,-0.08618
980.4,-0.09369
981.1,-0.1011
981.8,-0.1085
982.5,-0.1157
983.1,-0.1227
983.8,-0.1296
984.5,-0.1361
985.1,-0.1425
985.8,-0.1485
986.5,-0.1542
987.2,-0.1595
987.8,-0.1645
988.5,-0.1691
989.2,-0.1732
989.9,-0.1769
990.5,-0.1801
991.2,-0.1829
991.9,-0.1852
992.5,-0.1869
993.2,-0.1882
993.9,-0.189
994.6,-0.1892
995.2,-0.1889
995.9,-0.1882
996.6,-0.1869
997.3,-0.1851
997.9,-0.1829
998.6,-0.1801
999.3,-0.177
999.9,-0.1733
1001,-0.1693
1001,-0.1649
1002,-0.1601
1003,-0.1549
1003,-0.1494
1004,-0.1437
1005,-0.1376
1005,-0.1314
1006,-0.1249
1007,-0.1183
1007,-0.1116
1008,-0.1047
1009,-0.09787
1009,-0.09096
1010,-0.08408
1011,-0.07725
1011,-0.0705
1012,-0.06388
1013,-0.05742
1013,-0.05115
1014,-0.0451
1015,-0.03932
1015,-0.03381
1016,-0.02863
1017,-0.02378
1017,-0.01931
1018,-0.01523
