frequency, value
1324,3.037
1330,2.285
1335,3.044
1340,2.286
1346,6.428
1351,4.747
1357,-0.9041
1362,-0.6081
1367,-0.919
1373,-0.7245
1378,-1.679
1384,-1.172
1389,-5.613
1394,-4.082
1400,-1.48
1405,-0.9761
1410,-5.745
1416,-4.18
1421,-6.506
1427,-4.648
1432,-4.14
1437,-2.942
1443,-1.456
1448,-1.052
1453,-4.897
1459,-4.052
1464,-12.47
1470,-8.966
1475,-32.24
1480,-23.12
1486,34.64
1491,24.88
1497,24.61
1502,17.6
1507,15.66
1513,11.15
1518,-8.792
1523,-6.084
1529,-2.17
1534,-1.409
1540,5.595
1545,3.975
1550,4.179
1556,2.987
1561,-4.275
1567,-2.887
1572,4.028
1577,2.812
1583,-7.254
1588,-5.097
1593,-0.4679
1599,-0.299
1604,7.94
1610,5.672
1615,-5.014
1620,-3.477
1626,-10.9
1631,-7.91
1637,-2.601
1642,-1.872
1647,-7.695
1653,-5.425
1658,5.795
1663,4.073
1669,1.156
1674,0.8201
1680,0.7239
1685,0.525
1690,0.8035
1696,0.5841
1701,-0.5338
1707,-0.3319
1712,-3.569
1717,-2.517
1723,-0.8359
1728,-0.5449
1733,-5.039
1739,-3.464
1744,-1.506
1750,-1.015
1755,-11.01
1760,-7.669
1766,-5.532
1771,-3.809
1776,1.664
1782,1.191
1787,-4.689
1793,-3.271
1798,18
1803,12.29
1809,4.39
1814,3.028
1820,14.75
1825,10.15
1830,-22.04
1836,-15.11
1841,-19.92
1846,-13.67
1852,-11.33
1857,-7.756
1863,6.578
1868,4.556
1873,-5.311
1879,-3.632
1884,-12.2
1890,-8.383
1895,-5.289
1900,-3.588
1906,5.609
1911,3.87
1916,-12.5
1922,-8.549
1927,-11.7
1933,-8.11
1938,-2.485
1943,-1.688
1949,14.49
1954,10.06
1960,-15.73
1965,-10.78
1970,18.01
1976,12.03
1981,0.07099
1986,0.01623
1992,-18.47
1997,-12.63
2003,19.09
2008,13.02
2013,4.655
2019,3.171
2024,2.332
2030,1.61
2035,4.648
2040,3.148
2046,-0.6587
2051,-0.3919
2056,-2.796
2062,-1.919
2067,-2.154
2073,-1.387
2078,-5.535
2083,-3.705
2089,-3.014
2094,-1.906
2099,-7.647
2105,-5.127
2110,-6.869
2116,-4.53
2121,-3.37
2126,-2.205
2132,-3.078
2137,-2.056
2143,13.82
2148,8.601
2153,-4.588
2159,-3.114
2164,-8.956
2169,-6.111
2175,3.174
2180,2.398
2186,0.7288
2191,0.6545
2196,1.503
2202,1.08
2207,-6.398
2213,-4.118
2218,-8.29
2223,-5.357
2229,-6.122
2234,-3.999
2239,-2.582
2245,-1.635
2250,-4.289
2256,-2.732
2261,-3.748
2266,-2.449
2272,-11.08
2277,-7.342
2283,-2.411
2288,-1.554
2293,12.78
2299,8.566
2304,0.09824
2309,0.0753
2315,-30.46
2320,-20.38
2326,-8.718
2331,-5.779
2336,-13.61
2342,-8.995
2347,7.381
2353,4.89
2358,1.819
2363,1.209
2369,-0.4982
2374,-0.2899
2379,1.74
2385,1.155
2390,-2.646
2396,-1.664
2401,-1.648
2406,-1.159
2412,-2.933
2417,-1.856
2422,-3.887
2428,-2.524
2433,-4.803
2439,-3.061
2444,-5.502
2449,-3.714
2455,-4.533
2460,-2.943
2466,-2.26
2471,-1.372
2476,-2.517
2482,-1.694
2487,21.41
2492,13.66
2498,2.624
2503,1.717
2509,10.05
2514,6.522
2519,-16.75
2525,-10.77
2530,-11.02
2536,-7.147
2541,-6.603
2546,-4.25
2552,-1.827
2557,-1.03
2562,-7.641
2568,-4.837
2573,0.4898
2579,0.1552
2584,-4.109
2589,-2.586
2595,-5.806
2600,-3.522
2606,-2.265
2611,-1.543
2616,0.813
2622,0.2592
2627,-3.324
2632,-2.074
2638,-12.92
2643,-7.647
2649,-14.96
2654,-9.458
2659,71.34
2665,43.85
2670,14.89
2676,9.102
2681,5.454
2686,3.064
2692,6.856
2697,4.441
2702,0.5866
2708,0.4218
2713,1.818
2719,1.159
2724,4.354
2729,2.668
2735,-0.5948
2740,-0.2955
2745,0.1197
2751,0.001256
2756,-0.7339
2762,-0.3875
2767,-3.02
2772,-1.805
2778,-0.5404
2783,-0.2234
2789,-2.943
2794,-1.774
2799,-3.742
2805,-2.161
2810,-2.48
2815,-1.415
2821,-0.3472
2826,-0.2067
2832,-8.168
2837,-5.36
2842,-9.728
2848,-5.717
2853,-26.36
2859,-15.43
2864,30.63
2869,17.97
2875,22.33
2880,13.01
2885,13.83
2891,7.998
2896,-5.435
2902,-2.952
2907,1.656
2912,1.106
2918,7.771
2923,4.477
2929,4.946
2934,2.866
2939,-1.34
2945,-0.6122
2950,5.131
2955,2.893
2961,-0.2238
2966,-0.08609
2972,0.9749
2977,0.5894
2982,-0.6418
2988,-0.2901
2993,-5.02
2998,-2.773
3004,12.86
3009,6.976
3015,3.909
3020,2.146
3025,2.707
3031,1.486
3036,-0.1185
3042,-0.05027
3047,-0.4488
3052,-0.2363
3058,0.8016
3063,0.4667
3068,0.09183
3074,0.07747
3079,0.4594
3085,0.2983
3090,1.181
3095,0.6018
3101,1.492
3106,0.8555
3112,-1.138
3117,-0.5947
3122,3.075
3128,1.701
3133,-0.4913
3138,-0.3615
3144,0.1067
3149,0.05409
3155,-0.1812
3160,-0.04112
3165,-0.8034
3171,-0.4971
3176,-6.19
3182,-3.348
3187,-1.418
3192,-0.7223
3198,-2.003
3203,-0.9557
3208,0.9878
3214,0.3945
3219,-0.8462
3225,-0.6176
3230,-0.6127
3235,-0.4094
3241,0.7475
3246,0.5215
3252,-1.778
3257,-0.9877
3262,-2.525
3268,-1.521
3273,-0.8862
3278,-0.4997
3284,0.4872
3289,0.3854
3295,-2.82
3300,-1.682
3305,-5.095
3311,-3.011
3316,-0.9186
3321,-0.5118
3327,6.022
3332,3.647
3338,-5.786
3343,-3.375
3348,4.002
3354,2.083
3359,-0.08025
3365,-0.1007
3370,-7.18
3375,-4.252
3381,7.676
3386,4.499
3391,1.841
3397,1.086
3402,1.262
3408,0.7489
3413,1.784
3418,1.036
3424,0.2775
3429,0.2013
3435,-1.655
3440,-0.9852
3445,-0.1741
3451,-0.06531
3456,-2.746
3461,-1.537
3467,0.4205
3472,0.2818
3478,-3.883
3483,-2.221
3488,-2.642
3494,-1.463
3499,-1.068
3505,-0.5703
3510,-1.542
3515,-0.884
3521,-2.762
3526,-1.812
3531,-3.924
3537,-2.219
3542,-8.639
3548,-4.889
3553,7.396
3558,4.253
3564,3.588
3569,2.065
3575,2.43
3580,1.392
3585,-2.372
3591,-1.259
3596,-3.403
3601,-1.849
3607,-3.797
3612,-2.129
3618,-0.8596
3623,-0.4461
3628,-1.614
3634,-0.8404
3639,-2.487
3644,-1.395
3650,-8.982
3655,-5.092
3661,-1.37
3666,-0.7487
3671,12.93
3677,7.394
3682,2.084
3688,1.17
3693,-37.2
3698,-21.16
3704,-9.775
3709,-5.531
3714,-13.83
3720,-7.829
3725,7.406
3731,4.205
3736,2.225
3741,1.262
3747,0.008338
3752,0.03129
3758,1.798
3763,1.03
3768,-1.006
3774,-0.5278
3779,-4.861
3784,-2.763
3790,-2.483
3795,-1.349
3801,-2.945
3806,-1.658
3811,-5.79
3817,-3.183
3822,-9.856
3828,-5.604
3833,-5.328
3838,-2.984
3844,0.6626
3849,0.4126
3854,-4.248
3860,-2.424
3865,27.53
3871,15.21
3876,5.904
3881,3.288
3887,17.57
3892,9.798
3898,-24.38
3903,-13.57
3908,-18.04
3914,-10.08
3919,-10.07
3924,-5.611
3930,2.796
3935,1.626
3941,-6.803
3946,-3.792
3951,-4.603
3957,-2.65
3962,-4.554
3967,-2.517
3973,-0.5598
3978,-0.24
3984,-6.751
3989,-3.813
3994,-4.337
4000,-2.602
4005,-2.96
4011,-1.639
4016,-2.369
4021,-1.001
4027,-17.22
4032,-9.634
4037,55.78
4043,30.48
4048,10.17
4054,5.533
4059,-3.223
4064,-2.005
4070,11.31
4075,6.404
4081,2.014
4086,1.156
4091,2.036
4097,1.162
4102,4.13
4107,2.276
4113,-0.4194
4118,-0.1644
4124,-0.596
4129,-0.3917
4134,-0.9051
4140,-0.4332
4145,-3.322
4151,-1.796
4156,-0.8506
4161,-0.3504
4167,-3.477
4172,-1.9
4177,-3.905
4183,-2.041
4188,-2.534
4194,-1.309
4199,-0.9378
4204,-0.5076
4210,-2.386
4215,-1.891
4221,-7.469
4226,-4.026
4231,-19.32
4237,-10.38
4242,20.66
4247,11.2
4253,14.79
4258,7.95
4264,9.513
4269,5.071
4274,-5.641
4280,-2.816
4285,-1.635
4290,-0.719
4296,3.414
4301,1.826
4307,2.514
4312,1.373
4317,-2.882
4323,-1.38
4328,2.505
4334,1.299
4339,-4.597
4344,-2.432
4350,-0.3566
4355,-0.1548
4360,4.766
4366,2.649
4371,-3.436
4377,-1.768
4382,-5.479
4387,-3.278
4393,-1.338
4398,-0.7824
4404,-4.573
4409,-2.495
4414,3.524
4420,1.908
4425,0.6484
4430,0.3635
4436,0.4088
4441,0.2417
4447,0.5058
4452,0.296
4457,-0.4995
4463,-0.2166
4468,-1.743
4474,-0.9931
4479,-0.5287
4484,-0.2445
4490,-3.115
4495,-1.632
4500,-0.8049
4506,-0.4071
4511,-6.026
4517,-3.315
4522,-3.193
4527,-1.703
4533,0.5497
4538,0.3616
4544,-2.612
4549,-1.449
4554,10.4
4560,5.484
4565,2.264
4570,1.241
4576,8.032
4581,4.362
4587,-12.41
4592,-6.674
4597,-10.9
4603,-5.908
4608,-6.245
4613,-3.367
4619,2.976
4624,1.702
4630,-3.51
4635,-1.866
4640,-5.878
4646,-3.277
4651,-3.043
4657,-1.617
4662,1.962
4667,1.174
4673,-6.213
4678,-3.437
4683,-5.413
4689,-3.146
4694,-1.565
4700,-0.8345
4705,5.123
4710,3.167
4716,-8.562
4721,-4.746
4727,15.38
4732,7.824
4737,1.501
4743,0.693
4748,-7.164
4753,-4.195
4759,8.365
4764,4.778
4770,1.801
4775,1.049
4780,0.8985
4786,0.548
4791,2.324
4797,1.288
4802,-0.9257
4807,-0.4139
4813,-0.3418
4818,-0.297
4823,-1.219
4829,-0.5958
4834,-2.806
4840,-1.521
4845,-1.549
4850,-0.7283
4856,-2.865
4861,-1.637
4867,-3.24
4872,-1.716
4877,-2.071
4883,-1.056
4888,-1.194
4893,-0.6767
4899,7.429
4904,3.398
4910,-2.268
4915,-1.294
4920,-4.44
4926,-2.57
4931,1.584
4936,1.148
4942,0.8078
4947,0.5777
4953,0.9255
4958,0.5735
4963,-3.441
4969,-1.731
4974,-3.964
4980,-2.035
4985,-1.668
4990,-0.9524
4996,-1.085
5001,-0.5327
5006,-2.442
5012,-1.204
5017,-1.209
5023,-0.6795
5028,-3.877
5033,-2.26
5039,-1.143
5044,-0.5905
5050,3.155
5055,2.096
5060,-1.749
5066,-0.8098
5071,-3.254
5076,-2.99
5082,-1.541
5087,-1.094
5093,-3.773
5098,-2.335
5103,2.317
5109,1.408
5114,0.3108
5120,0.2303
5125,-0.3821
5130,-0.1609
5136,0.4535
5141,0.2951
5146,-1.762
5152,-0.857
5157,1.079
5163,0.3613
5168,-1.214
5173,-0.6174
5179,-2.192
5184,-1.158
5190,-1.005
5195,-0.5804
5200,-0.1395
5206,-0.4048
5211,-1.458
5216,-0.8445
5222,-2.232
5227,-1.027
5233,-0.1727
5238,-0.2368
5243,5.031
5249,2.927
5254,-0.6387
5259,-0.1783
5265,0.2904
5270,0.5375
5276,-3.18
5281,-2.053
5286,-1.444
5292,-1.12
5297,-1.282
5303,-0.833
5308,-2.799
5313,-1.211
5319,-3.681
5324,-1.906
5329,2.196
5335,0.8696
5340,-1.721
5346,-0.8917
5351,-4.878
5356,-2.251
5362,0.7871
5367,0.1799
5373,2.528
5378,0.9141
5383,-1.762
5389,-0.8793
5394,-10.65
5399,-4.725
5405,-6.336
5410,-3.389
5416,42.1
5421,20.24
5426,9.523
5432,4.513
5437,6.352
5443,2.652
5448,1.882
5453,1.225
5459,-0.2414
5464,-0.02782
5469,0.929
5475,0.5017
5480,2.562
5486,1.228
5491,-0.3698
5496,-0.09417
5502,0.2844
5507,0.04116
5512,-0.3394
5518,-0.09701
5523,-1.595
5529,-0.7195
5534,-0.231
5539,0.003185
5545,-1.608
5550,-0.7497
5556,-2.173
5561,-0.9027
5566,-1.418
5572,-0.566
5577,-0.01489
5582,-0.007028
5588,-6.844
5593,-3.613
5599,-6.679
5604,-2.916
5609,-18.53
5615,-8.023
5620,22.24
5626,9.679
5631,16.34
5636,7.015
5642,10.03
5647,4.238
5652,-3.311
5658,-1.178
5663,2.188
5669,1.103
5674,6.287
5679,2.641
5685,3.898
5690,1.653
5696,-0.2829
5701,0.06853
5706,4.102
5712,1.651
5717,1.551
5722,0.7229
5728,1.089
5733,0.4904
5739,-2.533
5744,-0.9987
5749,-3.402
5755,-1.279
5760,14.5
5766,5.612
5771,4.293
5776,1.683
5782,4.535
5787,1.831
5792,-1.645
5798,-0.6797
5803,-0.7027
5809,-0.27
5814,0.5683
5819,0.2403
5825,-0.142
5830,-0.03434
5835,0.6629
5841,0.3144
5846,1.847
5852,0.678
5857,1.576
5862,0.6474
5868,0.5106
5873,0.2841
5879,2.996
5884,1.154
5889,2.472
5895,0.9326
5900,1.641
5905,0.6668
5911,-0.443
5916,-0.1082
5922,0.5857
5927,0.2011
5932,-9.613
5938,-3.674
5943,-2.123
5949,-0.7556
5954,-5.192
5959,-1.878
5965,6.47
5970,2.411
5975,4.592
5981,1.69
5986,2.554
5992,0.953
5997,-1.074
6002,-0.3164
6008,0.2245
6013,0.1241
6019,1.531
6024,0.5069
6029,0.8563
6035,0.3428
6040,-1.051
6045,-0.2814
6051,1.411
6056,0.4557
6062,-0.3028
6067,-0.2569
6072,0.06554
6078,0.03695
6083,-0.0496
6089,0.2665
6094,0.1024
6099,-0.07786
6105,-0.7677
6110,-0.5288
6115,0.3099
6121,0.04557
6126,0.8265
6132,0.05805
6137,-0.4753
6142,0.03922
6148,-0.2129
6153,-0.01597
6158,0.157
6164,0.1076
6169,-0.05373
6175,0.0237
6180,0.2702
6185,0.1564
6191,0.1154
6196,-0.03387
6202,0.5773
6207,0.249
6212,0.03166
6218,0.002649
6223,1.185
6228,0.4863
6234,0.2431
6239,0.006786
6245,0.5957
6250,0.216
6255,0.2257
6261,0.1078
6266,0.045
6272,-0.02304
6277,-5.663
6282,-2.355
6288,-0.8794
6293,-0.3775
6298,-2.229
6304,-0.9458
6309,3.318
6315,1.39
6320,2.065
6325,0.8352
6331,1.081
6336,0.4481
6342,0.5446
6347,0.2367
6352,0.5998
6358,0.2183
6363,0.3644
6368,0.04875
6374,0.4856
6379,0.1924
6385,0.3412
6390,0.1635
6395,-0.01826
6401,-0.06464
6406,-1.397
6412,-0.7567
6417,-0.01344
6422,-0.01399
6428,2.569
6433,1.383
6438,-0.2704
6444,-0.02476
6449,-6.121
6455,-3.505
6460,-1.538
6465,-0.8696
6471,-2.685
6476,-1.411
6481,1.725
6487,0.8737
6492,0.4587
6498,0.2445
6503,0.1938
6508,0.09828
6514,0.4657
6519,0.2436
6525,-0.08703
6530,-0.01541
6535,-1.099
6541,-0.5985
6546,-0.2619
6551,-0.1269
6557,-1.054
6562,-0.466
6568,-0.7376
6573,-0.4029
6578,-2.931
6584,-1.479
6589,-1.427
6595,-0.6913
6600,0.2761
6605,0.1803
6611,-1.394
6616,-0.7036
6621,5.661
6627,2.862
6632,1.265
6638,0.6755
6643,4.276
6648,2.2
6654,-6.319
6659,-3.162
6665,-5.182
6670,-2.584
6675,-2.903
6681,-1.433
6686,1.094
6691,0.5946
6697,-2.243
6702,-1.062
6708,-2.005
6713,-1.01
6718,-1.427
6724,-0.6733
6729,0.04083
6735,0.09824
6740,-2.567
6745,-1.281
6751,-2.616
6756,-1.346
6761,-1.049
6767,-0.4912
6772,0.8667
6778,0.6021
6783,-6.585
6788,-3.222
6794,17.82
6799,8.307
6804,3.212
6810,1.475
6815,-2.44
6821,-1.315
6826,5.176
6831,2.569
6837,1.018
6842,0.5182
6848,1.012
6853,0.5055
6858,1.628
6864,0.7741
6869,0.1824
6874,0.1323
6880,-0.635
6885,-0.3448
6891,-0.03046
6896,0.02134
6901,-1.364
6907,-0.6093
6912,0.364
6918,0.2205
6923,-1.557
6928,-0.728
6934,-1.227
6939,-0.5175
6944,-0.7102
6950,-0.2835
6955,-0.3838
6961,-0.1814
6966,-5.162
6971,-2.64
6977,-3.453
6982,-1.547
6988,-8.911
6993,-3.977
6998,10.33
7004,4.668
7009,7.102
7014,3.175
7020,4.343
7025,1.922
7031,-1.356
7036,-0.4854
7041,0.2739
7047,0.2077
7052,1.688
7058,0.7409
7063,1.44
7068,0.6611
7074,-0.4263
7079,-0.09428
7084,1.053
7090,0.4426
7095,-2.185
7101,-0.9903
7106,0.04069
7111,0.0389
7117,3.18
7122,1.532
7127,-1.329
7133,-0.5497
7138,-5.58
7144,-2.839
7149,-1.259
7154,-0.6339
7160,-2.993
7165,-1.416
7171,2.216
7176,1.036
7181,0.5085
7187,0.2466
7192,0.3821
7197,0.1909
7203,0.4278
7208,0.2148
7214,0.03952
7219,0.05471
7224,-1.678
7230,-0.8196
7235,-0.15
7241,-0.04325
7246,-1.842
7251,-0.8201
7257,-0.5073
7262,-0.2228
7267,-4.908
7273,-2.332
7278,-2.261
7284,-1.04
7289,0.9966
7294,0.5112
7300,-2.212
7305,-1.062
7311,7.394
7316,3.383
7321,2.041
7327,0.9735
7332,6.752
7337,3.192
7343,-9.901
7348,-4.631
7354,-9.216
7359,-4.342
7364,-5.216
7370,-2.445
7375,3.432
7381,1.677
7386,-2.393
7391,-1.109
7397,-6.149
7402,-2.955
7407,-2.428
7413,-1.124
7418,3.117
7424,1.541
7429,-6.364
7434,-3.053
7440,-6.512
7445,-3.226
7450,-1.192
7456,-0.5585
7461,8.539
7467,4.294
7472,-8.355
7477,-4.058
7483,7.748
7488,3.436
7494,-0.2838
7499,-0.1893
7504,-10.44
7510,-5.148
7515,10.64
7520,5.223
7526,2.64
7531,1.3
7537,1.413
7542,0.7156
7547,2.56
7553,1.246
7558,-0.1013
7564,0.006355
7569,-1.769
7574,-0.9021
7580,-0.9569
7585,-0.4062
7590,-2.97
7596,-1.421
7601,-1.317
7607,-0.5381
7612,-4.35
7617,-2.123
7623,-3.633
7628,-1.703
7634,-1.696
7639,-0.7734
7644,-1.777
7650,-0.8688
7655,6.134
7660,2.435
7666,-2.703
7671,-1.361
7677,-5.368
7682,-2.737
7687,2.425
7693,1.429
7698,0.728
7704,0.4964
7709,1.016
7714,0.5661
7720,-3.354
7725,-1.523
7730,-4.512
7736,-2.09
7741,-3.57
7747,-1.721
7752,-1.361
7757,-0.6043
7763,-2.244
7768,-1.004
7773,-2.218
7779,-1.078
7784,-6.776
7790,-3.397
7795,-1.357
7800,-0.6382
7806,8.2
7811,4.239
7817,0.1653
7822,0.1133
7827,-19.76
7833,-10.29
7838,-5.524
7843,-2.83
7849,-8.544
7854,-4.353
7860,4.667
7865,2.392
7870,1.173
7876,0.6102
7881,-0.2209
7887,-0.07338
7892,1.139
7897,0.5927
7903,-1.485
7908,-0.6756
7913,-1.216
7919,-0.7134
7924,-1.702
7930,-0.8012
7935,-2.363
7940,-1.179
7946,-2.9
7951,-1.411
7957,-3.705
7962,-2.036
7967,-2.824
7973,-1.434
7978,-1.239
7983,-0.5191
7989,-1.708
7994,-0.9402
8000,13.23
8005,6.562
8010,1.726
8016,0.9168
8021,6.477
8027,3.37
8032,-10.59
8037,-5.402
8043,-7.066
8048,-3.687
8053,-4.184
8059,-2.152
8064,-0.9346
8070,-0.3057
8075,-4.747
8080,-2.351
8086,0.1261
8091,-0.1233
8096,-2.53
8102,-1.247
8107,-3.422
8113,-1.525
8118,-1.551
8123,-0.9168
8129,0.2061
8134,-0.2001
8140,-2.049
8145,-1.002
8150,-7.554
8156,-3.204
8161,-9.472
8166,-4.831
8172,43.84
8177,20.91
8183,9.122
8188,4.307
8193,3.111
8199,1.122
8204,4.414
8210,2.424
8215,0.4092
8220,0.2791
8226,1.16
8231,0.6171
8236,2.701
8242,1.307
8247,-0.3157
8253,-0.06537
8258,0.04984
8263,-0.07229
8269,-0.4066
8274,-0.1246
8280,-1.801
8285,-0.8311
8290,-0.3008
8296,-0.01811
8301,-1.778
8306,-0.8503
8312,-2.241
8317,-0.9549
8323,-1.494
8328,-0.6149
8333,-0.2211
8339,-0.1036
8344,-4.858
8350,-2.884
8355,-5.863
8360,-2.658
8366,-15.91
8371,-7.16
8376,18.49
8382,8.407
8387,13.51
8393,6.058
8398,8.402
8403,3.707
8409,-3.375
8414,-1.26
8419,0.9356
8425,0.5981
8430,4.739
8436,2.09
8441,3.016
8446,1.357
8452,-0.8995
8457,-0.2038
8463,3.165
8468,1.336
8473,-0.1964
8479,-0.03874
8484,0.5781
8489,0.2943
8495,-0.3965
8500,-0.07446
8506,-3.181
8511,-1.292
8516,8.143
8522,3.144
8527,2.462
8533,0.9875
8538,1.681
8543,0.673
8549,-0.06073
8554,-0.0032
8559,-0.2887
8565,-0.1044
8570,0.4919
8576,0.2342
8581,0.04927
8586,0.0529
8592,0.2482
8597,0.1595
8603,0.8029
8608,0.2711
8613,0.9209
8619,0.4272
8624,-0.7542
8629,-0.2806
8635,1.949
8640,0.8309
8646,-0.2217
8651,-0.2134
8656,0.07447
8662,0.02304
8667,-0.1893
8672,-0.004978
8678,-0.4643
8683,-0.268
8689,-3.955
8694,-1.623
8699,-0.9566
8705,-0.3385
8710,-1.4
8716,-0.4205
8721,0.7479
8726,0.1363
8732,-0.3746
8737,-0.3577
8742,-0.3087
8748,-0.2277
8753,0.3185
8759,0.283
8764,-1.154
8769,-0.5148
8775,-1.372
8780,-0.7807
8786,-0.545
8791,-0.2568
8796,0.1011
8802,0.2018
8807,-1.576
8812,-0.8721
8818,-2.895
8823,-1.562
8829,-0.5822
8834,-0.2672
8839,3.162
8845,1.867
8850,-3.443
8856,-1.788
8861,3.257
8866,1.251
8872,0.1803
8877,-0.008867
8882,-3.831
8888,-2.157
8893,4.261
8899,2.313
8904,0.9826
8909,0.5509
8915,0.6891
8920,0.3884
8926,1.036
8931,0.5466
8936,0.06089
8942,0.09571
8947,-0.7832
8952,-0.4746
8958,-0.1313
8963,-0.02432
8969,-1.597
8974,-0.7834
8979,0.2112
8985,0.1593
8990,-2.086
8995,-1.108
9001,-1.511
9006,-0.733
9012,-0.6979
9017,-0.3037
9022,-0.8362
9028,-0.4479
9033,-1.245
9039,-0.959
9044,-2.217
9049,-1.138
9055,-4.854
9060,-2.506
9065,4.069
9071,2.191
9076,2.027
9082,1.085
9087,1.368
9092,0.7276
9098,-1.455
9103,-0.6473
9109,-1.985
9114,-0.9426
9119,-1.927
9125,-1.025
9130,-0.4868
9135,-0.2116
9141,-1.021
9146,-0.4374
9152,-1.299
9157,-0.689
9162,-4.737
9168,-2.565
9173,-0.7778
9179,-0.3812
9184,6.541
9189,3.674
9195,0.7432
9200,0.4596
9205,-17.99
9211,-10.19
9216,-4.799
9222,-2.678
9227,-7
9232,-3.873
9238,3.788
9243,2.106
9249,1.085
9254,0.6136
9259,-0.04154
9265,0.01455
9270,0.897
9275,0.5156
9281,-0.6982
9286,-0.3073
9292,-2.123
9297,-1.267
9302,-1.312
9308,-0.6637
9313,-1.662
9318,-0.8884
9324,-2.803
9329,-1.502
9335,-4.552
9340,-2.679
9345,-2.641
9351,-1.467
9356,0.005587
9362,0.11
9367,-1.944
9372,-1.164
9378,13.17
9383,7.235
9388,2.58
9394,1.492
9399,7.928
9405,4.552
9410,-11.32
9415,-6.418
9421,-8.216
9426,-4.745
9432,-4.631
9437,-2.651
9442,0.854
9448,0.6512
